商品名,分词结果,品牌词,品牌数,类别词,类别数,原始类别,原始品牌,商品CODE,标注类别词
得力 得力DELI 7600盒装 便条纸 白色,"得力, 得力, DELI, 7600, 盒装, 便条纸, 白色",得力,1,便条纸,1,0-361-16629-16780-16790:办公用品-办公文具-标签识别-便条纸/报事贴,得力,9670499,便条纸
联华恒越 多丽B6三折本 版面4,"联华恒越, 多丽, B6, 三, 折本, 版面, 4",联华恒越,1,,0,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,联华恒越,11089988,
金谷HN-10920 32K96页淡淡爱拉丝硬抄,"金谷, HN-10920, 32K96, 页, 淡淡, 爱, 拉丝, 硬, 抄",金谷,1,,0,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,金谷,9642255,"硬, 抄"
渡边 软抄 A5 40页软抄,"渡边, 软, 抄, A5, 40, 页, 软, 抄",渡边,1,,0,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,渡边,9782596,"软, 抄"
玛丽 软抄(32K60页),"玛丽, 软, 抄, (, 32K60, 页, )",玛丽,1,,0,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,玛丽,9672928,"软, 抄"
联华恒越 五星物语B6骑马钉本 绿星,"联华恒越, 五星物语, B6, 骑马, 钉, 本, 绿, 星",联华恒越,1,"五星物语, 钉, 本",3,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,联华恒越,11090418,"骑马, 钉, 本"
联华恒越 多丽A5车线本 版面2,"联华恒越, 多丽, A5, 车, 线, 本, 版面, 2",联华恒越,1,"车, 线, 本",3,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,联华恒越,11090178,"车, 线, 本"
联华恒越 多丽A7三折本便签软抄本 版面3,"联华恒越, 多丽, A7, 三, 折本, 便签, 软, 抄本, 版面, 3",联华恒越,1,便签,1,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,联华恒越,11090098,便签
联华恒越 多丽B5彩色车线本 绿色小精灵3,"联华恒越, 多丽, B5, 彩色, 车, 线, 本, 绿色, 小精灵, 3",联华恒越,1,"车, 线, 本",3,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,联华恒越,11090225,"车, 线, 本"
联华恒越 多丽B5骑马钉本 版面2,"联华恒越, 多丽, B5, 骑马, 钉, 本, 版面, 2",联华恒越,1,"钉, 本",2,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,联华恒越,11089886,
联华恒越 多丽F4骑马钉本 版面3,"联华恒越, 多丽, F4, 骑马, 钉, 本, 版面, 3",联华恒越,1,"钉, 本",2,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,联华恒越,11090054,
联华恒越 多丽作业登记本 版面4,"联华恒越, 多丽, 作业, 登记, 本, 版面, 4",联华恒越,99999,本,1,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,联华恒越,11089944,"登记, 本"
联华恒越 爱在这里L型文件夹 四色混装,"联华恒越, 爱, 在这里, L, 型, 文件夹, 四色, 混, 装",联华恒越,1,文件夹,1,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,联华恒越,11090156,文件夹
雅莎卡 LB-36K11239 36K 108张 表情硬抄手册,"雅莎卡, LB-36K11239, 36K, 108, 张, 表情, 硬, 抄, 手册",雅莎卡,1,手册,1,0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本,雅莎卡,10734700,"硬, 抄, 手册"
联华恒越 伦敦时光A5线装本 版面2,"联华恒越, 伦敦, 时光, A5, 线装, 本, 版面, 2",联华恒越,99999,本,1,0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本,联华恒越,11090703,"线装, 本"
联华恒越 左半边翅膀B5彩色胶套本 版面3,"联华恒越, 左, 半边, 翅膀, B5, 彩色, 胶, 套, 本, 版面, 3",联华恒越,1,"翅膀, 本",2,0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本,联华恒越,11090634,
雅莎卡 LB-48K21232 48K 192张 黑白猫反折胶装本 颜色随机,"雅莎卡, LB-48K21232, 48K, 192, 张, 黑, 白猫, 反, 折, 胶装本, 颜色, 随机",雅莎卡,1,"胶装本, 颜色",2,0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本,雅莎卡,10734697,胶装本
欧芬 礼金袋 贺卡赠品,"欧芬, 礼金, 袋, 贺卡, 赠品",欧芬,1,贺卡,1,0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡,欧芬,10271780,贺卡
金封艺术剪纸圣诞贺卡,"金封, 艺术, 剪纸, 圣诞, 贺卡",金封,1,"艺术, 剪纸, 贺卡",3,0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡,金封,151188,贺卡
上海 复写纸222/18.5*25.5,"上海, 复写纸, 222, /, 18.5, *, 25.5",上海,1,复写纸,1,0-361-16629-16782-16806:办公用品-办公文具-财务行政用品-复写纸/橡皮筋,上海,9682068,复写纸
得力DELI 7509(9位) 自动钢制号码机 镀镍色,"得力, DELI, 7509, (, 9, 位, ), 自动, 钢制, 号码机, 镀, 镍, 色",得力,1,号码机,1,0-361-16629-16782-16807:办公用品-办公文具-财务行政用品-号码机,得力,9670706,号码机
得力DELI 7521(40ML) 号码机印油 黑色,"得力, DELI, 7521, (, 40ML, ), 号码机, 印油, 黑色",得力,1,"号码机, 印油",2,0-361-16629-16782-16807:办公用品-办公文具-财务行政用品-号码机,得力,9670728,号码机
信发 TRNFA 多功能科学函数电子计算器FA-82ES（7个变量存储器）,"信发, TRNFA, 多功能, 科学, 函数, 电子, 计算器, FA-82, ES, （, 7, 个, 变量, 存储器, ）",信发,1,"电子, 计算器",2,0-361-16629-16782-16808:办公用品-办公文具-财务行政用品-计算器,信发,10615426,"电子, 计算器"
威诺思 12位计算器WS-878,"威诺思, 12, 位, 计算器, WS-878",威诺思,1,计算器,1,0-361-16629-16782-16808:办公用品-办公文具-财务行政用品-计算器,威诺思,10116300,计算器
诺西亚 NT-910 语音多功能电子计算器 银黑相间,"诺西亚, NT-910, 语音, 多功能, 电子, 计算器, 银, 黑, 相间",诺西亚,1,"电子, 计算器",2,0-361-16629-16782-16808:办公用品-办公文具-财务行政用品-计算器,诺西亚,10615028,"电子, 计算器"
工字 红印台1131,"工字, 红, 印台, 1131",工字,1,印台,1,0-361-16629-16782-16812:办公用品-办公文具-财务行政用品-印台/印泥/印油,工字,9681918,印台
翔鹰 300日期章300,"翔鹰, 300, 日期, 章, 300",翔鹰,1,,0,0-361-16629-16782-16813:办公用品-办公文具-财务行政用品-印章,翔鹰,9681941,"日期, 章"
翔鹰 支票日期章300-2,"翔鹰, 支票, 日期, 章, 300-2",翔鹰,1,,0,0-361-16629-16782-16813:办公用品-办公文具-财务行政用品-印章,翔鹰,9681952,"日期, 章"
立信 记账凭证（30K凭证）5本/封,"立信, 记账, 凭证, （, 30K, 凭证, ）, 5, 本, /, 封",立信,1,"凭证, 本",2,0-361-16629-16782-16814:办公用品-办公文具-财务行政用品-账册/封面,立信,10300795,"凭证, 本"
立信 外币记账凭证(电脑针打凭证),"立信, 外币, 记账, 凭证, (, 电脑, 针, 打, 凭证, )",立信,1,凭证,1,0-361-16629-16782-16814:办公用品-办公文具-财务行政用品-账册/封面,立信,10300820,凭证
智高 考神涂卡套尺 ZG-1986,"智高, 考, 神, 涂, 卡套, 尺, ZG-1986",智高,1,卡套,1,0-361-16629-16783-16816:办公用品-办公文具-裁剪用品-尺,智高,10981767,卡套
得力DELI 6230(30CM) 直尺 透明,"得力, DELI, 6230, (, 30CM, ), 直尺, 透明",得力,1,,0,0-361-16629-16783-16816:办公用品-办公文具-裁剪用品-尺,得力,9671834,直尺
得力DELI 8202钢 卷尺 不分色 3M,"得力, DELI, 8202, 钢, 卷尺, 不, 分色, 3M",得力,1,卷尺,1,0-361-16629-16783-16816:办公用品-办公文具-裁剪用品-尺,得力,9670546,卷尺
易达 大号美工刀18MM 5把/筒62101,"易达, 大号, 美工刀, 18MM, 5, 把, /, 筒, 62101",易达,1,"大号, 美工刀",2,0-361-16629-16783-16818:办公用品-办公文具-裁剪用品-美工刀,易达,9682499,"大号, 美工刀"
齐心 美工刀片（9mm10片/盒）B2851银色,"齐心, 美工, 刀片, （, 9mm, 10片, /, 盒, ）, B2851, 银色",齐心,1,刀片,1,0-361-16629-16783-16818:办公用品-办公文具-裁剪用品-美工刀,齐心,9682966,刀片
多彩 公主双心笔刨PR9904(多彩赠品),"多彩, 公主, 双, 心, 笔, 刨, PR9904, (, 多彩, 赠品, )",多彩,1,"笔, 刨",2,0-361-16629-16783-16819:办公用品-办公文具-裁剪用品-卷笔刀,多彩,9768461,"笔, 刨"
得力DELI 6801 大号白板笔 黑色 10支/盒,"得力, DELI, 6801, 大号, 白板笔, 黑色, 10支, /, 盒",得力,1,"大号, 白板笔, 盒",3,0-361-16629-16784-16821:办公用品-办公文具-书写修正-白板笔,得力,10480509,白板笔
班马 班马小白板笔(小)红,"班马, 班马, 小, 白板笔, (, 小, ), 红",班马,1,白板笔,1,0-361-16629-16784-16821:办公用品-办公文具-书写修正-白板笔,班马,9672337,白板笔
文明 活动铅芯(0.5),"文明, 活动, 铅芯, (, 0.5, )",文明,1,"活动, 铅芯",2,0-361-16629-16784-16822:办公用品-办公文具-书写修正-笔芯,文明,9672520,"活动, 铅芯"
乐美 水笔芯 20支/盒PL-2017蓝,"乐美, 水, 笔芯, 20支, /, 盒, PL-2017, 蓝",乐美,1,"水, 笔芯, 盒",3,0-361-16629-16784-16822:办公用品-办公文具-书写修正-笔芯,乐美,9682240,"水, 笔芯"
英雄礼赞 923高级铱金笔,"英雄, 礼赞, 923, 高级, 铱金笔",英雄,1,,0,0-361-16629-16784-16823:办公用品-办公文具-书写修正-钢笔,英雄,9785675,铱金笔
智高 12色油画棒 DD-7013,"智高, 12, 色, 油画棒, DD-7013",智高,1,油画棒,1,0-361-16629-16784-16824:办公用品-办公文具-书写修正-绘图工具,智高,570401,油画棒
百能 百能按擎式圆珠笔 24支/件167蓝,"百能, 百能, 按, 擎, 式, 圆珠笔, 24支, /, 件, 167, 蓝",百能,1,圆珠笔,1,0-361-16629-16784-16827:办公用品-办公文具-书写修正-圆珠笔,百能,9682273,圆珠笔
百能 百能按擎式圆珠笔 24支/件167黑,"百能, 百能, 按, 擎, 式, 圆珠笔, 24支, /, 件, 167, 黑",百能,1,圆珠笔,1,0-361-16629-16784-16827:办公用品-办公文具-书写修正-圆珠笔,百能,9682262,圆珠笔
百能 351圆珠笔,"百能, 351, 圆珠笔",百能,1,圆珠笔,1,0-361-16629-16784-16827:办公用品-办公文具-书写修正-圆珠笔,百能,508601,圆珠笔
三菱MITSUBISHI UB-150 水性笔 黑色,"三菱, MITSUBISHI, UB-150, 水性笔, 黑色",三菱,1,水性笔,1,0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔,三菱,9672382,水性笔
三菱MITSUBISHI UM-151 中性笔 红色,"三菱, MITSUBISHI, UM-151, 中性笔, 红色",三菱,1,中性笔,1,0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔,三菱,508292,中性笔
智高 0.5典雅中性笔12支装（兰）ZG-4120,"智高, 0.5, 典雅, 中性笔, 12支, 装, （, 兰, ）, ZG-4120",智高,1,中性笔,1,0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔,智高,10981972,中性笔
智高 0.7中性签字笔12支装（黑）ZG-4118,"智高, 0.7, 中性, 签字笔, 12支, 装, （, 黑, ）, ZG-4118",智高,1,签字笔,1,0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔,智高,10981938,签字笔
智高 办公中性笔12支装(兰色) 3985,"智高, 办公, 中性笔, 12支, 装, (, 兰, 色, ), 3985",智高,1,"办公, 中性笔",2,0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔,智高,570694,"办公, 中性笔"
智高 纯果奶学生0.38中性笔12支装（黑）ZG-5033,"智高, 纯, 果, 奶, 学生, 0.38, 中性笔, 12支, 装, （, 黑, ）, ZG-5033",智高,1,中性笔,1,0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔,智高,10982204,中性笔
班马 签字笔(BE-100)黑 10支/盒,"班马, 签字笔, (, BE-100, ), 黑, 10支, /, 盒",班马,1,"签字笔, 盒",2,0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔,班马,10498201,签字笔
北威 修正带8M*5MM,"北威, 修正带, 8M, *, 5MM",北威,1,修正带,1,0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品,北威,569857,修正带
智高 荧光笔6支装 ZG-4102,"智高, 荧光笔, 6支, 装, ZG-4102",智高,1,荧光笔,1,0-361-16629-16784-16831:办公用品-办公文具-书写修正-荧光笔,智高,570285,荧光笔
智高 智高铅笔套装 DY-6022,"智高, 智高, 铅笔, 套装, DY-6022",智高,1,"铅笔, 套装",2,0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔,智高,10981814,"铅笔, 套装"
马可 考试专用铅笔 7001-2BL （整卡出售）,"马可, 考试, 专用, 铅笔, 7001-2BL, （, 整, 卡, 出售, ）",马可,1,"考试, 铅笔",2,0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔,马可,508612,"考试, 铅笔"
易达 通用型资料册80页 蓝色 87805,"易达, 通用, 型, 资料册, 80, 页, 蓝色, 87805",易达,1,资料册,1,0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册,易达,10277664,资料册
齐心 长押夹加板夹(A604)明丽蓝色,"齐心, 长, 押, 夹, 加, 板夹, (, A604, ), 明丽, 蓝色",齐心,1,"夹, 板夹",2,0-361-16629-16785-16836:办公用品-办公文具-文件管理-板夹,齐心,9672280,板夹
易达 利市V系 空格包（A4 背宽40mm 蓝色）LZ4531-35,"易达, 利市, V, 系, 空格, 包, （, A4, 背, 宽, 40mm, 蓝色, ）, LZ4531-35",易达,1,,0,0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹,易达,10277346,
钊盛 ZS-E320单片(明黄色 单包出售）,"钊盛, ZS-E320, 单片, (, 明, 黄色, 单, 包, 出售, ）",钊盛,1,,0,0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹,钊盛,9505093,
钊盛 ZS-35档案盒(绯蓝 单个出售）,"钊盛, ZS-35, 档案盒, (, 绯, 蓝, 单个, 出售, ）",钊盛,1,档案盒,1,0-361-16629-16785-16838:办公用品-办公文具-文件管理-档案盒,钊盛,508929,档案盒
华杰 二孔文件夹,"华杰, 二, 孔, 文件夹",华杰,1,文件夹,1,0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹,华杰,9673067,文件夹
易达 加插封面档案夹(A4 四孔 孔径16mm 背宽22mm 160页 白色 )502440,"易达, 加, 插, 封面, 档案夹, (, A4, 四孔, 孔径, 16mm, 背, 宽, 22mm, 160, 页, 白色, ), 502440",易达,1,"插, 封面, 档案夹",3,0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹,易达,10276774,档案夹
易达 加插封面档案夹(A4 两孔 孔径16mm 背宽22mm 160页 白色 )502420,"易达, 加, 插, 封面, 档案夹, (, A4, 两, 孔, 孔径, 16mm, 背, 宽, 22mm, 160, 页, 白色, ), 502420",易达,1,"插, 封面, 档案夹",3,0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹,易达,10276752,档案夹
易达 全包胶档案夹（A4 2寸背宽 50mm孔距 蓝色）951445,"易达, 全, 包, 胶, 档案夹, （, A4, 2, 寸, 背, 宽, 50mm, 孔, 距, 蓝色, ）, 951445",易达,1,档案夹,1,0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹,易达,10276956,档案夹
"齐心 A4,2寸半包胶快劳夹A205黑色","齐心, A4, ,, 2, 寸, 半包, 胶, 快, 劳, 夹, A205, 黑色",齐心,99999,夹,1,0-361-16629-16785-16839:办公用品-办公文具-文件管理-档案夹,齐心,9682773,"快, 劳, 夹"
得力DELI 5383(A4)二孔PP D型文件夹 颜色随机,"得力, DELI, 5383, (, A4, ), 二, 孔, PP, D, 型, 文件夹, 颜色, 随机",得力,1,"文件夹, 颜色",2,0-361-16629-16785-16841:办公用品-办公文具-文件管理-整理夹,得力,9670626,文件夹
得力DELI 5773(240枚) 名片册 颜色随机,"得力, DELI, 5773, (, 240枚, ), 名片册, 颜色, 随机",得力,1,"名片册, 颜色",2,0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册,得力,9670784,名片册
易达 冷银名片册 (160名 4名/页 蓝色) 183202,"易达, 冷, 银, 名片册, (, 160, 名, 4, 名, /, 页, 蓝色, ), 183202",易达,1,名片册,1,0-361-16629-16785-16843:办公用品-办公文具-文件管理-名片整理册,易达,10279217,名片册
易达 通用型单长押夹文件夹 (A4 蓝色)86035,"易达, 通用, 型, 单, 长, 押, 夹, 文件夹, (, A4, 蓝色, ), 86035",易达,99999,"夹, 文件夹",2,0-361-16629-16785-16844:办公用品-办公文具-文件管理-单/双夹文件夹,易达,10277573,"夹, 文件夹"
"钊盛 ZS-205  2""A4文件夹(黑 单个出售）","钊盛, ZS-205, 2, "", A4, 文件夹, (, 黑, 单个, 出售, ）",钊盛,1,文件夹,1,0-361-16629-16785-16844:办公用品-办公文具-文件管理-单/双夹文件夹,钊盛,509002,文件夹
"齐心 A4,舒适型轻便夹,双强力夹,20MMAB151A-W黑色","齐心, A4, ,, 舒适, 型, 轻便, 夹, ,, 双, 强力, 夹, ,, 20MMAB151A-W, 黑色",齐心,99999,"夹, 夹",2,0-361-16629-16785-16844:办公用品-办公文具-文件管理-单/双夹文件夹,齐心,9672257,"夹, 夹"
钊盛 ZS-618三档书架(黑 单个出售）,"钊盛, ZS-618, 三, 档, 书架, (, 黑, 单个, 出售, ）",钊盛,1,书架,1,0-361-16629-16785-16846:办公用品-办公文具-文件管理-文件栏,钊盛,565333,书架
得力DELI 9833拼装式 三列杂志架 浅灰色,"得力, DELI, 9833, 拼装, 式, 三, 列, 杂志架, 浅, 灰色",得力,1,杂志架,1,0-361-16629-16785-16846:办公用品-办公文具-文件管理-文件栏,得力,9671856,杂志架
钊盛 ZS新348B四档书架(黑 单个出售）,"钊盛, ZS, 新, 348B, 四档, 书架, (, 黑, 单个, 出售, ）",钊盛,1,书架,1,0-361-16629-16785-16846:办公用品-办公文具-文件管理-文件栏,钊盛,508714,书架
钊盛 ZS新438A三层文件盘(灰 单个出售）,"钊盛, ZS, 新, 438A, 三层, 文件盘, (, 灰, 单个, 出售, ）",钊盛,1,文件盘,1,0-361-16629-16785-16847:办公用品-办公文具-文件管理-文件盘,钊盛,565457,文件盘
牛皮纸文件袋 25只起售,"牛皮纸, 文件袋, 25, 只, 起, 售",,0,"牛皮纸, 文件袋",2,0-361-16629-16785-16850:办公用品-办公文具-文件管理-文件袋,其他,10344260,"牛皮纸, 文件袋"
易达 亮彩纽扣袋 混色 6个/袋 74050,"易达, 亮, 彩, 纽扣, 袋, 混, 色, 6, 个, /, 袋, 74050",易达,1,纽扣,1,0-361-16629-16785-16850:办公用品-办公文具-文件管理-文件袋,易达,10277891,"纽扣, 袋"
钊盛 ZS-209纽扣袋(12个/包出售 明黄色）,"钊盛, ZS-209, 纽扣, 袋, (, 12, 个, /, 包, 出售, 明, 黄色, ）",钊盛,1,纽扣,1,0-361-16629-16785-16850:办公用品-办公文具-文件管理-文件袋,钊盛,9505195,"纽扣, 袋"
"齐心 A4,透明按扣式文件袋C335透明 10只/包","齐心, A4, ,, 透明, 按, 扣, 式, 文件袋, C335, 透明, 10, 只, /, 包",齐心,1,"扣, 文件袋",2,0-361-16629-16785-16850:办公用品-办公文具-文件管理-文件袋,齐心,9682853,文件袋
易达 标准挂快劳 (A4 黄色) 25个/盒 393125,"易达, 标准, 挂快劳, (, A4, 黄色, ), 25, 个, /, 盒, 393125",易达,1,"挂快劳, 盒",2,0-361-16629-16785-17902:办公用品-办公文具-文件管理-吊挂,易达,10278065,挂快劳
易达 标准挂快劳 (A4 绿色) 25个/盒 393121,"易达, 标准, 挂快劳, (, A4, 绿色, ), 25, 个, /, 盒, 393121",易达,1,"挂快劳, 盒",2,0-361-16629-16785-17902:办公用品-办公文具-文件管理-吊挂,易达,10278043,挂快劳
北威 强力万能胶2支装,"北威, 强力, 万能胶, 2支, 装",北威,1,,0,0-361-16629-16786-16851:办公用品-办公文具-粘胶用品-办公胶水,北威,569813,万能胶
福牌 浆糊(500G),"福牌, 浆糊, (, 500G, )",福牌,1,,0,0-361-16629-16786-16851:办公用品-办公文具-粘胶用品-办公胶水,福牌,9672713,浆糊
智高 透明封箱带单卷装6.0CM*30Y 2卷起购,"智高, 透明, 封箱, 带, 单, 卷装, 6.0CM, *, 30Y, 2, 卷起, 购",智高,1,,0,0-361-16629-16786-16853:办公用品-办公文具-粘胶用品-封箱胶带,智高,9968358,"封箱, 带"
智高 海绵胶带3.6CM*5Y,"智高, 海绵胶带, 3.6CM, *, 5Y",智高,1,海绵胶带,1,0-361-16629-16786-16854:办公用品-办公文具-粘胶用品-双面胶带,智高,570581,海绵胶带
红狮 12mm*20 胶带 12卷/条,"红狮, 12mm, *, 20, 胶带, 12, 卷, /, 条",红狮,1,胶带,1,0-361-16629-16786-16855:办公用品-办公文具-粘胶用品-文具胶带,红狮,10367369,胶带
得力DELI 7838 白板擦 颜色随机,"得力, DELI, 7838, 白板擦, 颜色, 随机",得力,1,"白板擦, 颜色",2,0-361-16629-16787-16860:办公用品-办公文具-展示培训用品-白板擦/磁粒,得力,9670488,白板擦
得力DELI 8555(19MM)40个筒装 长尾夹 彩色,"得力, DELI, 8555, (, 19MM, ), 40, 个, 筒, 装, 长尾夹, 彩色",得力,1,长尾夹,1,0-361-16629-16788-16861:办公用品-办公文具-装订用品-长尾夹/白钢夹/票夹,得力,9671630,长尾夹
