"商品名","分词结果","品牌词","品牌数","类别词","类别数","原始类别","原始品牌","商品CODE","标注类别词"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q023","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q023","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514326","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q024","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q024","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514337","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q025","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q025","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514348","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q027","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q027","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514360","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q028","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q028","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514280","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q029","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q029","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514406","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q030","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q030","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514371","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q031","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q031","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514417","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q032","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q032","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514439","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q033","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q033","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514291","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q035","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q035","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514382","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q040","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q040","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514428","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q041","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q041","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514440","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q042","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q042","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514451","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q058","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q058","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514702","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q059","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q059","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514462","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q061","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q061","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514393","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q063","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q063","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514519","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q064","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q064","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514473","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q066","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q066","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514531","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q067","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q067","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514484","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q068","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q068","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514553","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q070","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q070","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514564","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q071","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q071","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514495","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q072","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q072","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514713","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q073","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q073","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514724","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q074","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q074","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514735","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q075","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q075","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514746","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q076","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q076","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514575","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q077","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q077","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514768","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q078","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q078","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514757","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q080","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q080","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514779","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q082","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q082","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514780","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q083","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q083","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514791","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q084","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q084","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514586","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q085","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q085","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514804","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q086","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q086","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514815","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q087","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q087","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514086","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q088","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q088","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514097","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q089","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q089","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514100","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q090","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q090","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514111","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q091","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q091","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514122","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q092","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q092","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514133","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q093","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q093","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514202","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q094","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q094","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514155","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q095","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q095","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514166","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q096","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q096","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514177","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q098","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q098","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514144","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q099","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q099","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514188","领带"
"包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 Q100","包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, Q100","todaybest","1","商务, 领带","2","0-123-16222-16402:服装鞋帽-服饰配件包.-皮带/腰带","","10514199","领带"
"【Tomnrabbit】长款纯色针织打底衫","【, Tomnrabbit, 】, 长款, 纯色, 针织, 打底, 衫","tomnrabbit","1","针织, 打底","2","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","Tomnrabbit","10286790",""
"2010hanakimi 冬装抢新 经典时尚假2件保暖修身打底裙裤Q5376","2010, hanakimi, 冬装, 抢, 新, 经典, 时尚, 假, 2, 件, 保暖, 修身, 打底, 裙裤, Q5376","hanakimi","99999","打底","1","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10577272","打底, 裙裤"
"hanakimi 2010冬装新款 七彩羊毛保暖内衣男款B9383","hanakimi, 2010, 冬装, 新款, 七彩, 羊毛, 保暖内衣, 男, 款, B9383","hanakimi","1","保暖内衣","1","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10577614","保暖内衣"
"hanakimi 2010冬装新款 羊毛绒修身保暖内衣女款H7383","hanakimi, 2010, 冬装, 新款, 羊, 毛绒, 修身, 保暖内衣, 女, 款, H7383","hanakimi","1","保暖内衣","1","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10577921","保暖内衣"
"hanakimi 2010冬装新款 羊毛绒修身保暖内衣女款套装H8383","hanakimi, 2010, 冬装, 新款, 羊, 毛绒, 修身, 保暖内衣, 女, 款, 套装, H8383","hanakimi","1","保暖内衣, 套装","2","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10579858","保暖内衣"
"hanakimi 2010冬装新款 羊绒塑身保暖内衣套装男款B0384","hanakimi, 2010, 冬装, 新款, 羊绒, 塑身, 保暖, 内衣套装, 男, 款, B0384","hanakimi","1","内衣套装","1","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10579961","内衣套装"
"hanakimi 2010新款 休闲印花棉毛男款内衣套装H1383","hanakimi, 2010, 新款, 休闲, 印花, 棉毛, 男, 款, 内衣套装, H1383","hanakimi","1","内衣套装","1","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10580913","内衣套装"
"hanakimi 2010新款 休闲时尚条纹印花男款内衣套装H2383","hanakimi, 2010, 新款, 休闲, 时尚, 条纹, 印花, 男, 款, 内衣套装, H2383","hanakimi","1","内衣套装","1","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10580844","内衣套装"
"hanakimi 2010新款 时尚提花男款休闲内衣套装H4383","hanakimi, 2010, 新款, 时尚, 提花, 男, 款, 休闲, 内衣套装, H4383","hanakimi","1","内衣套装","1","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10580833","内衣套装"
"hanakimi 2010新款 精梳棉字母印花男款内衣套装H3383","hanakimi, 2010, 新款, 精梳, 棉, 字母, 印花, 男, 款, 内衣套装, H3383","hanakimi","1","内衣套装","1","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10580764","内衣套装"
"hanakimi 2010秋冬新款 热力暖绒内衣套装男款L2384","hanakimi, 2010, 秋冬, 新款, 热力, 暖, 绒, 内衣套装, 男, 款, L2384","hanakimi","1","内衣套装","1","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10579972","内衣套装"
"hanakimi 2010秋冬新款 竹炭羊毛印花保暖内衣男款H6383","hanakimi, 2010, 秋冬, 新款, 竹炭, 羊毛, 印花, 保暖内衣, 男, 款, H6383","hanakimi","1","保暖内衣","1","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10580720","保暖内衣"
"hanakimi 2010秋冬新款 英文字母印花保暖内衣女款H5383","hanakimi, 2010, 秋冬, 新款, 英文字母, 印花, 保暖内衣, 女, 款, H5383","hanakimi","1","保暖内衣","1","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10580117","保暖内衣"
"hanakimi 2010秋冬装 无缝木代尔塑身保暖内衣套装女款 L4384","hanakimi, 2010, 秋, 冬装, 无缝, 木, 代, 尔, 塑身, 保暖, 内衣套装, 女, 款, L4384","hanakimi","1","内衣套装","1","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10580742","内衣套装"
"hanakimi 2010秋装新款 修身无缝保暖内衣女款套装L3384","hanakimi, 2010, 秋, 装, 新款, 修身, 无缝, 保暖内衣, 女, 款, 套装, L3384","hanakimi","1","保暖内衣, 套装","2","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10580753","保暖内衣"
"爆款 杂志同款热销 超长超大纯色针织围巾围脖多功能披肩G3381","爆, 款, 杂志, 同, 款, 热销, 超长, 超大, 纯色, 针织, 围巾, 围脖, 多功能, 披肩, G3381","","0","杂志, 针织, 围巾, 围脖, 披肩","5","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","hanakimi","10549652",""
"""免邮费"" 久久木 莫代尔蕾丝优质V领打底吊带 WV01",""", 免, 邮费, "", 久久木, 莫代尔, 蕾丝, 优质, V领, 打底, 吊带, WV01","久久木","1","蕾丝, 打底, 吊带","3","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","久久木","10459888","打底, 吊带"
"久久木 女装优质莫代尔打底工字背心WV07","久久木, 女装, 优质, 莫代尔, 打底, 工字, 背心, WV07","久久木","1","女装, 打底, 背心","3","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","久久木","10450427","女装"
"气质大圆领纯棉打底T恤WT01","气质, 大, 圆领, 纯棉, 打底, T恤, WT01","","0","打底, t恤","2","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","久久木","10450336","打底, t恤"
"2010秋冬新款 韩版淑女气质复古玫瑰花印花流苏披肩围巾 G6268","2010, 秋冬, 新款, 韩版, 淑女, 气质, 复古, 玫瑰花, 印花, 流苏, 披肩, 围巾, G6268","","0","披肩, 围巾","2","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","","10558755",""
"包邮 久久木 四色 时尚亮丝长绒棉打底T恤 WT04","包, 邮, 久久木, 四色, 时尚, 亮, 丝, 长, 绒, 棉, 打底, T恤, WT04","久久木","1","打底, t恤","2","0-123-16222-17342:服装鞋帽-服饰配件包.-打底衣/裤","","10459833","打底, t恤"
"100%优质羊毛简约净色提花背心19122","100, %, 优质, 羊毛, 简约, 净, 色, 提花, 背心, 19122","","0","背心","1","0-123-16223-16285:服装鞋帽-日常休闲-休闲背心","久久木","10453528","背心"
"久久木 100%羊毛 新款纯色商务羊毛背心 MV01","久久木, 100, %, 羊毛, 新款, 纯色, 商务, 羊毛, 背心, MV01","久久木","1","商务, 背心","2","0-123-16223-16285:服装鞋帽-日常休闲-休闲背心","久久木","10519467","背心"
"久久木 100%羊毛 男装秋装羊毛商务休闲背心906092 藏青","久久木, 100, %, 羊毛, 男装, 秋, 装, 羊毛, 商务, 休闲背心, 906092, 藏青","久久木","1","男装, 商务, 休闲背心","3","0-123-16223-16285:服装鞋帽-日常休闲-休闲背心","久久木","10466429","男装, 休闲背心"
"久久木 100%羊毛 男装羊毛复古小钻石花纹气质背心 19115 墨绿","久久木, 100, %, 羊毛, 男装, 羊毛, 复古, 小, 钻石, 花纹, 气质, 背心, 19115, 墨绿","久久木","1","男装, 钻石, 背心","3","0-123-16223-16285:服装鞋帽-日常休闲-休闲背心","久久木","10499884","男装, 背心"
"久久木 100%羊毛 男装羊毛复古小钻石花纹气质背心 19115 紫色","久久木, 100, %, 羊毛, 男装, 羊毛, 复古, 小, 钻石, 花纹, 气质, 背心, 19115, 紫色","久久木","1","男装, 钻石, 背心","3","0-123-16223-16285:服装鞋帽-日常休闲-休闲背心","久久木","10499873","男装, 背心"
"久久木男装秋装羊毛商务休闲背心929108","久久木, 男装, 秋, 装, 羊毛, 商务, 休闲背心, 929108","久久木","1","男装, 商务, 休闲背心","3","0-123-16223-16285:服装鞋帽-日常休闲-休闲背心","久久木","10466418","男装, 休闲背心"
"久久木男装秋装羊毛时尚休闲背心MV01 浅灰","久久木, 男装, 秋, 装, 羊毛, 时尚, 休闲背心, MV01, 浅灰","久久木","1","男装, 休闲背心","2","0-123-16223-16285:服装鞋帽-日常休闲-休闲背心","","10453722","男装, 休闲背心"
"hanakimi 2010潮爆韩版经典款 可爱卡通小人印花百搭 T恤 Q7381","hanakimi, 2010, 潮, 爆, 韩版, 经典, 款, 可爱, 卡通, 小人, 印花, 百搭, T恤, Q7381","hanakimi","1","卡通, t恤","2","0-123-16223-16286:服装鞋帽-日常休闲-休闲T恤","hanakimi","10577603","t恤"
"hanakimi 2010秋装 新品 韩版甜美荷叶木耳边打底衫T恤H5364 紫色 均号","hanakimi, 2010, 秋, 装, 新品, 韩版, 甜美, 荷叶, 木, 耳边, 打底, 衫, T恤, H5364, 紫色, 均, 号","hanakimi","99999","打底, t恤","2","0-123-16223-16286:服装鞋帽-日常休闲-休闲T恤","","10460589","衫, t恤"
