ProductName,SplitedWords,BrandWords,品牌数,CategoryWords,类别数,CategoryName,BrandName,ProductCode
【特澳博骨瓷】正品骨质瓷英国皇家玫瑰3.5寸三角烟缸,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 英, 国, 皇家, 玫, 瑰, 3.5, 寸, 三角, 烟, 缸",特澳博,1,,0,0-5134-5160-17924:厨房用品、清洁用品-餐具及配件-烟灰缸/花瓶,特澳博,11118164
【特澳博骨瓷】正品骨质瓷麦杆工艺品花瓶－中国红 招财瓶 荣华富贵,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 麦, 杆, 工艺品, 花瓶, －, 中国红,  , 招, 财, 瓶,  , 荣华, 富贵",特澳博,1,"工艺品, 花瓶",2,0-5134-5160-17924:厨房用品、清洁用品-餐具及配件-烟灰缸/花瓶,特澳博,12270585
【特澳博骨瓷】正品骨质瓷麦杆工艺品花瓶－白釉 花开富贵,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 麦, 杆, 工艺品, 花瓶, －, 白, 釉,  , 花, 开, 富贵",特澳博,1,"工艺品, 花瓶",2,0-5134-5160-17924:厨房用品、清洁用品-餐具及配件-烟灰缸/花瓶,特澳博,12270621
【特澳博骨瓷】陶瓷裂纹釉花瓶 家居摆饰品 餐厅用品摆设 花插,"【, 特澳博, 骨瓷, 】, 陶, 瓷, 裂, 纹, 釉, 花瓶,  , 家, 居, 摆, 饰品,  , 餐, 厅, 用品, 摆, 设,  , 花, 插",特澳博,1,"花瓶, 饰品, 用品, 插",4,0-5134-5160-17924:厨房用品、清洁用品-餐具及配件-烟灰缸/花瓶,特澳博,12844563
虹苑园口烟缸 40308,"虹苑, 园, 口, 烟, 缸,  , 40308",虹苑,1,,0,0-5134-5160-17924:厨房用品、清洁用品-餐具及配件-烟灰缸/花瓶,虹苑,10041039
虹苑园碟烟缸40307,"虹苑, 园, 碟, 烟, 缸, 40307",虹苑,1,碟,1,0-5134-5160-17924:厨房用品、清洁用品-餐具及配件-烟灰缸/花瓶,虹苑,10041017
虹苑开启式烟缸40306,"虹苑, 开, 启, 式, 烟, 缸, 40306",虹苑,1,,0,0-5134-5160-17924:厨房用品、清洁用品-餐具及配件-烟灰缸/花瓶,虹苑,10041028
虹苑简易烟缸40312,"虹苑, 简, 易, 烟, 缸, 40312",虹苑,1,,0,0-5134-5160-17924:厨房用品、清洁用品-餐具及配件-烟灰缸/花瓶,虹苑,10041062
陶瓷故事 青瓷烟灰缸 【鸟巢】 米黄釉/老梅子青/哥窑,"陶瓷故事,  , 青, 瓷, 烟灰缸,  , 【, 鸟巢, 】,  , 米, 黄, 釉, /, 老, 梅, 子, 青, /, 哥, 窑",陶瓷故事,1,"烟灰缸, 米",2,0-5134-5160-17924:厨房用品、清洁用品-餐具及配件-烟灰缸/花瓶,陶瓷故事,12630909
SIMELO红厨系列泼墨山水厨具七件套,"simelo, 红厨, 系, 列, 泼, 墨, 山水, 厨, 具, 七, 件, 套",simelo,1,,0,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,SIMELO,11067042
SIMELO红厨系列青花雅风厨具七件套,"simelo, 红厨, 系, 列, 青, 花, 雅风, 厨, 具, 七, 件, 套",simelo,1,,0,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,SIMELO,11067031
【特澳博骨瓷】正品骨质瓷餐具套装 英国皇家玫瑰5人用精美套装,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 英, 国, 皇家, 玫, 瑰, 5, 人, 用, 精美, 套装",特澳博,1,"餐具, 套装, 套装",3,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,TOP,11438543
YKO日本家居便利厨房4件套,"yko, 日本, 家, 居, 便, 利, 厨房, 4, 件, 套",yko,1,厨房,1,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,YKO,11130033
YKO日本家居便利厨房筷勺5件套 饭勺 调味品勺,"yko, 日本, 家, 居, 便, 利, 厨房, 筷, 勺, 5, 件, 套,  , 饭勺,  , 调味品, 勺",yko,1,"厨房, 勺, 饭勺, 调味品, 勺",5,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,YKO,11130044
优美家多乐滋时尚饭盒套装,"优美家, 多, 乐滋, 时, 尚, 饭盒, 套装",优美家,1,"饭盒, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,优美家,11473260
优美家多乐滋时尚饭盒套装(6件套),"优美家, 多, 乐滋, 时, 尚, 饭盒, 套装, (, 6, 件, 套, )",优美家,1,"饭盒, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,优美家,11473259
其唯美品小公主系列儿童密胺餐具5件套,"其唯美品, 小, 公, 主, 系, 列, 儿, 童, 密, 胺, 餐具, 5, 件, 套",其唯美品,1,餐具,1,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,其唯美品,10781574
其唯美品小王子系列儿童密胺餐具5件套,"其唯美品, 小王子, 系, 列, 儿, 童, 密, 胺, 餐具, 5, 件, 套",其唯美品,1,餐具,1,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,其唯美品,10781585
冠福一庭牡丹30头餐具,"冠福, 一, 庭, 牡丹, 30, 头, 餐具",冠福,1,餐具,1,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,冠福,9769442
冠福倚栏香35头中餐具,"冠福, 倚, 栏, 香, 35, 头, 中, 餐具",冠福,1,餐具,1,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,冠福,9769453
冠福团圆28头中餐具,"冠福, 团, 圆, 28, 头, 中, 餐具",冠福,1,餐具,1,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,冠福,9769431
冠福花飞蝶舞25头中餐具,"冠福, 花, 飞, 蝶舞, 25, 头, 中, 餐具",冠福,1,餐具,1,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,冠福,9769419
【特澳博骨瓷】正品骨质瓷7头英式咖啡具套装　玫瑰人生,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 7, 头, 英, 式, 咖啡具, 套装, 　, 玫, 瑰, 人, 生",特澳博,1,"咖啡具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11216447
【特澳博骨瓷】正品骨质瓷中餐具套装 26头* 碧玉*,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 中, 餐具, 套装,  , 26, 头, *,  , 碧, 玉, *",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,12552704
【特澳博骨瓷】正品骨质瓷中餐具套装 32头*白金玫瑰*6人用,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 中, 餐具, 套装,  , 32, 头, *, 白, 金玫, 瑰, *, 6, 人, 用",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215580
【特澳博骨瓷】正品骨质瓷中餐具套装 40头*欧洲庭院*8人用,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 中, 餐具, 套装,  , 40, 头, *, 欧洲, 庭, 院, *, 8, 人, 用",特澳博,1,"餐具, 套装, 欧洲",3,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11118255
【特澳博骨瓷】正品骨质瓷中餐具套装 40头8人用*金色豪庭*,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 中, 餐具, 套装,  , 40, 头, 8, 人, 用, *, 金, 色, 豪, 庭, *",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11808994
【特澳博骨瓷】正品骨质瓷中餐具套装38头 *凡尔赛玫瑰*（8人用）,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 中, 餐具, 套装, 38, 头,  , *, 凡, 尔, 赛, 玫, 瑰, *, （, 8, 人, 用, ）",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,12844596
【特澳博骨瓷】正品骨质瓷中餐具套装46头*水晶*（十人用）,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 中, 餐具, 套装, 46, 头, *, 水晶, *, （, 十, 人, 用, ）",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,12844610
【特澳博骨瓷】正品骨质瓷皇家道尔顿大旋纹咖啡杯碟,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 皇家, 道尔顿, 大, 旋, 纹, 咖啡杯, 碟",特澳博,1,"咖啡杯, 碟",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11118200
【特澳博骨瓷】正品骨质瓷皇家道尔顿浓缩咖啡杯碟,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 皇家, 道尔顿, 浓, 缩, 咖啡杯, 碟",特澳博,1,"咖啡杯, 碟",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11118211
【特澳博骨瓷】正品骨质瓷皇家道尔顿茶杯碟,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 皇家, 道尔顿, 茶杯, 碟",特澳博,1,"茶杯, 碟",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11118222
【特澳博骨瓷】正品骨质瓷釉中彩中餐具46头*帝王苑*（十人用）,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 釉, 中, 彩, 中, 餐具, 46, 头, *, 帝王, 苑, *, （, 十, 人, 用, ）",特澳博,1,餐具,1,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,12844609
【特澳博骨瓷】正品骨质瓷韩版皇家玫瑰餐具套装,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 韩, 版, 皇家, 玫, 瑰, 餐具, 套装",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,12317725
【特澳博骨瓷】正品骨质瓷餐具套装  36头（黄）亚特兰蒂斯,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  ,  , 36, 头, （, 黄, ）, 亚, 特, 兰, 蒂, 斯",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215591
【特澳博骨瓷】正品骨质瓷餐具套装  40头*春色满园*,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  ,  , 40, 头, *, 春, 色, 满, 园, *",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215615
【特澳博骨瓷】正品骨质瓷餐具套装  46头*馨香幽兰*,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  ,  , 46, 头, *, 馨, 香, 幽兰, *",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215648
【特澳博骨瓷】正品骨质瓷餐具套装 26头*风清雅淡*,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 26, 头, *, 风, 清, 雅, 淡, *",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215682
【特澳博骨瓷】正品骨质瓷餐具套装 32头*东方伊甸园*釉中彩,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 32, 头, *, 东方, 伊, 甸, 园, *, 釉, 中, 彩",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215579
【特澳博骨瓷】正品骨质瓷餐具套装 32头*岁岁平安* 6人用,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 32, 头, *, 岁, 岁, 平安, *,  , 6, 人, 用",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215660
【特澳博骨瓷】正品骨质瓷餐具套装 36头（蓝）亚特兰蒂斯,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 36, 头, （, 蓝, ）, 亚, 特, 兰, 蒂, 斯",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215604
【特澳博骨瓷】正品骨质瓷餐具套装 40头*水仙之恋*,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 40, 头, *, 水仙, 之, 恋, *",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215626
【特澳博骨瓷】正品骨质瓷餐具套装 40头*英国皇家玫瑰*,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 40, 头, *, 英, 国, 皇家, 玫, 瑰, *",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11118197
【特澳博骨瓷】正品骨质瓷餐具套装 40头*轻舞飞扬*(另送奶杯2只）,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 40, 头, *, 轻, 舞, 飞扬, *, (, 另, 送, 奶杯, 2, 只, ）",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215637
【特澳博骨瓷】正品骨质瓷餐具套装 40头韩式中餐具*三叶草*,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 40, 头, 韩, 式, 中, 餐具, *, 三叶草, *",特澳博,1,"餐具, 套装, 餐具",3,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11652827
【特澳博骨瓷】正品骨质瓷餐具套装 46头*岁岁平安*,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 46, 头, *, 岁, 岁, 平安, *",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215671
【特澳博骨瓷】正品骨质瓷餐具套装 46头*水云间*釉中彩,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 46, 头, *, 水云间, *, 釉, 中, 彩",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215659
【特澳博骨瓷】正品骨质瓷餐具套装 一见钟情6人用餐具,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 一, 见, 钟, 情, 6, 人, 用, 餐具",特澳博,1,"餐具, 套装, 钟, 餐具",4,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11118233
【特澳博骨瓷】正品骨质瓷餐具套装 英国皇家玫瑰4人用精美套餐组合,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 英, 国, 皇家, 玫, 瑰, 4, 人, 用, 精美, 套, 餐, 组, 合",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11438565
【特澳博骨瓷】正品骨质瓷餐具套装 英国皇家玫瑰情侣精品套餐组合,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套装,  , 英, 国, 皇家, 玫, 瑰, 情, 侣, 精, 品, 套, 餐, 组, 合",特澳博,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11438554
【特澳博骨瓷】正品骨质瓷餐具套餐 46头*彩蝶飞飞*,"【, 特澳博, 骨瓷, 】, 正, 品, 骨, 质, 瓷, 餐具, 套, 餐,  , 46, 头, *, 彩蝶, 飞飞, *",特澳博,1,餐具,1,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,特澳博,11215693
22头餐具 碗 套装 陶瓷餐具 餐具套装 韩国餐具 瓷器,"22, 头, 餐具,  , 碗,  , 套装,  , 陶, 瓷, 餐具,  , 餐具, 套装,  , 韩国, 餐具,  , 瓷器",,0,"餐具, 碗, 套装, 餐具, 餐具, 套装, 餐具, 瓷器",8,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,瓷元素,12461573
22头餐具 碗 套装 陶瓷餐具 餐具套装 韩国餐具 瓷器01,"22, 头, 餐具,  , 碗,  , 套装,  , 陶, 瓷, 餐具,  , 餐具, 套装,  , 韩国, 餐具,  , 瓷器, 01",,0,"餐具, 碗, 套装, 餐具, 餐具, 套装, 餐具, 瓷器",8,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,瓷元素,12461584
46头 陶瓷餐具用品 骨瓷餐具套装 碗骨瓷套装,"46, 头,  , 陶, 瓷, 餐具, 用品,  , 骨瓷, 餐具, 套装,  , 碗, 骨瓷, 套装",骨瓷,1,"餐具, 用品, 餐具, 套装, 碗, 套装",6,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,瓷元素,12461540
46头金边 套装 瓷器 陶瓷餐具 骨瓷餐具套装 碗骨瓷套装,"46, 头, 金, 边,  , 套装,  , 瓷器,  , 陶, 瓷, 餐具,  , 骨瓷, 餐具, 套装,  , 碗, 骨瓷, 套装",骨瓷,1,"套装, 瓷器, 餐具, 餐具, 套装, 碗, 套装",7,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,瓷元素,12461562
46头餐具 碗 套装 陶瓷餐具 餐具套装 韩国餐具,"46, 头, 餐具,  , 碗,  , 套装,  , 陶, 瓷, 餐具,  , 餐具, 套装,  , 韩国, 餐具",,0,"餐具, 碗, 套装, 餐具, 餐具, 套装, 餐具",7,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,瓷元素,12461551
不锈钢筷子 勺子 可爱 套装 韩国 餐具 创意 陶瓷 叉子,"不, 锈, 钢, 筷子,  , 勺, 子,  , 可爱,  , 套装,  , 韩国,  , 餐具,  , 创, 意,  , 陶, 瓷,  , 叉, 子",可爱,1,"筷子, 勺, 套装, 餐具, 叉",5,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,瓷元素,12461766
儿童餐具 碗 瓷 套装 陶瓷餐具 瓷碗 陶瓷碗 饭碗 骨瓷碗,"儿童餐具,  , 碗,  , 瓷,  , 套装,  , 陶, 瓷, 餐具,  , 瓷, 碗,  , 陶, 瓷, 碗,  , 饭, 碗,  , 骨瓷, 碗",骨瓷,1,"儿童餐具, 碗, 套装, 餐具, 碗, 碗, 碗, 碗",8,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,瓷元素,12461539
幸福一家 骨瓷 餐具 碗 套装 陶瓷餐具 餐具套装 韩国餐具,"幸福, 一, 家,  , 骨瓷,  , 餐具,  , 碗,  , 套装,  , 陶, 瓷, 餐具,  , 餐具, 套装,  , 韩国, 餐具",幸福,1,"餐具, 碗, 套装, 餐具, 餐具, 套装, 餐具",7,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,瓷元素,12461619
百合 骨瓷餐具套装正品 结婚餐具 结婚送礼,"百合,  , 骨瓷, 餐具, 套装, 正, 品,  , 结, 婚, 餐具,  , 结, 婚, 送, 礼",骨瓷,1,"百合, 餐具, 套装, 餐具",4,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,瓷元素,12461608
骨瓷 瓷器 韩式 情侣餐具套装,"骨瓷,  , 瓷器,  , 韩, 式,  , 情, 侣, 餐具, 套装",骨瓷,1,"瓷器, 餐具, 套装",3,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,瓷元素,12461595
56头骨瓷餐具套装釉上彩dish081,"56, 头, 骨瓷, 餐具, 套装, 釉, 上彩, dish081",骨瓷,1,"餐具, 套装",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,莫耶,12283771
莫耶 28头骨瓷餐具套装 适用微波炉 dish159,"莫耶,  , 28, 头, 骨瓷, 餐具, 套装,  , 适, 用, 微波炉,  , dish159",莫耶,1,"餐具, 套装, 微波炉",3,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,莫耶,12283668
莫耶 32头青花瓷餐具 适用微波炉 dishm1008,"莫耶,  , 32, 头, 青, 花, 瓷, 餐具,  , 适, 用, 微波炉,  , dishm1008",莫耶,1,"餐具, 微波炉",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,莫耶,12283522
莫耶 56头景德镇正宗骨瓷餐具 适用微波炉 DISHM1002,"莫耶,  , 56, 头, 景德镇, 正, 宗, 骨瓷, 餐具,  , 适, 用, 微波炉,  , dishm1002",莫耶,1,"餐具, 微波炉",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,莫耶,12283362
莫耶 56头景德镇正宗骨瓷餐具微波炉用dish084,"莫耶,  , 56, 头, 景德镇, 正, 宗, 骨瓷, 餐具, 微波炉, 用, dish084",莫耶,1,"餐具, 微波炉",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,莫耶,12283691
莫耶 56头白瓷餐具套装 适用微波炉 dish122,"莫耶,  , 56, 头, 白, 瓷, 餐具, 套装,  , 适, 用, 微波炉,  , dish122",莫耶,1,"餐具, 套装, 微波炉",3,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,莫耶,12283599
莫耶 56头白瓷餐具套装 适用微波炉 dish123,"莫耶,  , 56, 头, 白, 瓷, 餐具, 套装,  , 适, 用, 微波炉,  , dish123",莫耶,1,"餐具, 套装, 微波炉",3,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,莫耶,12283395
莫耶 56头骨瓷餐具 不适用微波炉 dish132,"莫耶,  , 56, 头, 骨瓷, 餐具,  , 不, 适, 用, 微波炉,  , dish132",莫耶,1,"餐具, 微波炉",2,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,莫耶,12283679
莫耶 56头骨瓷餐具套装 适用微波炉 dish087,"莫耶,  , 56, 头, 骨瓷, 餐具, 套装,  , 适, 用, 微波炉,  , dish087",莫耶,1,"餐具, 套装, 微波炉",3,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,莫耶,12283271
莫耶 56头骨瓷餐具套装 适用微波炉 dish103,"莫耶,  , 56, 头, 骨瓷, 餐具, 套装,  , 适, 用, 微波炉,  , dish103",莫耶,1,"餐具, 套装, 微波炉",3,0-5134-5160-17944:厨房用品、清洁用品-餐具及配件-套装餐具,莫耶,12283613
