ProductName,SplitedWords,BrandWords,品牌数,CategoryWords,类别数,CategoryName,BrandName,ProductCode
美国原装进口新生命葡萄籽片1000mg*360片,"美国, 原, 装, 进, 口, 新生命, 葡萄籽, 片, 1000mg, *, 360, 片",新生命,1,葡萄籽,1,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,新生命,11364957
浦健葡萄籽软胶囊500mg*110粒/瓶,"浦健, 葡萄籽, 软, 胶, 囊, 500mg, *, 110, 粒, /, 瓶",浦健,1,葡萄籽,1,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,浦健,9687950
海王思尼慷 葡萄籽素软胶囊 500mg*120,"海王思尼慷,  , 葡萄籽, 素, 软, 胶, 囊,  , 500mg, *, 120",海王思尼慷,1,葡萄籽,1,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,海王思尼慷,10002558
海王思尼慷 葡萄籽素软胶囊 500mg*120粒（平安药网)022726,"海王思尼慷,  , 葡萄籽, 素, 软, 胶, 囊,  , 500mg, *, 120, 粒, （, 平安, 药, 网, ), 022726",海王思尼慷,1,葡萄籽,1,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,海王思尼慷,10082936
清华紫光金奥力牌葡萄籽维E软胶囊500mg*100粒赠30粒维生素C,"清华紫光金奥力, 牌, 葡萄籽, 维, e, 软, 胶, 囊, 500mg, *, 100, 粒, 赠, 30, 粒, 维生素c",清华紫光金奥力,1,"葡萄籽, 维生素c",2,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,清华紫光,11116942
清华紫光金奥力葡萄籽油软胶囊 500mg×100粒,"清华紫光金奥力, 葡萄籽, 油, 软, 胶, 囊,  , 500mg, ×, 100, 粒",清华紫光金奥力,1,"葡萄籽, 油",2,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,清华紫光,11116497
清华紫光金奥力防辐射抗过敏套餐（葡萄籽500mg/粒*100粒+螺旋藻500mg/粒*100粒+β－胡萝卜素250mg*200片）,"清华紫光金奥力, 防辐射, 抗过敏, 套, 餐, （, 葡萄籽, 500mg, /, 粒, *, 100, 粒, +, 螺旋藻, 500mg, /, 粒, *, 100, 粒, +, β, －, 胡萝卜素, 250mg, *, 200, 片, ）",清华紫光金奥力,1,"防辐射, 抗过敏",2,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,清华紫光,11398860
澳琳达 葡萄籽复合胶囊600mg×90粒/瓶,"澳琳达,  , 葡萄籽, 复, 合, 胶, 囊, 600mg, ×, 90, 粒, /, 瓶",澳琳达,1,葡萄籽,1,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,澳琳达,514658
澳琳达 葡萄籽胶囊90粒/瓶(平安药网）022552,"澳琳达,  , 葡萄籽, 胶, 囊, 90, 粒, /, 瓶, (, 平安, 药, 网, ）, 022552",澳琳达,1,葡萄籽,1,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,澳琳达,10103738
禾生坊葡萄籽芦荟软胶囊0.4g/粒×120粒/瓶,"禾生坊, 葡萄籽, 芦荟, 软, 胶, 囊, 0.4g, /, 粒, ×, 120, 粒, /, 瓶",禾生坊,1,"葡萄籽, 芦荟",2,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,禾生坊,10645702
纽倍乐白领抗辐美肤套餐(葡萄籽大豆提取物500mg*100粒+米黄芦荟500mg*60粒+胶原蛋白800mg*100粒),"纽倍乐, 白, 领, 抗, 辐, 美, 肤, 套, 餐, (, 葡萄籽, 大, 豆, 提, 取, 物, 500mg, *, 100, 粒, +, 米, 黄, 芦荟, 500mg, *, 60, 粒, +, 胶原蛋白, 800mg, *, 100, 粒, )",纽倍乐,1,,0,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,纽倍乐,10646385
纽倍乐葡萄籽大豆提取物胶囊500mg*100粒,"纽倍乐, 葡萄籽, 大, 豆, 提, 取, 物, 胶, 囊, 500mg, *, 100, 粒",纽倍乐,1,葡萄籽,1,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,纽倍乐,10646089
纽斯葆 浓缩葡萄籽3合1软胶囊500mg*60粒/瓶,"纽斯葆,  , 浓, 缩, 葡萄籽, 3, 合, 1, 软, 胶, 囊, 500mg, *, 60, 粒, /, 瓶",纽斯葆,1,葡萄籽,1,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,纽斯葆,523422
美澳健 葡萄籽芦荟软胶囊0.4g*60粒,"美澳健,  , 葡萄籽, 芦荟, 软, 胶, 囊, 0.4g, *, 60, 粒",美澳健,1,"葡萄籽, 芦荟",2,0-8704-16165-17550:营养保健、健康器械-抗辐射/抑制肿瘤-葡萄籽,美澳健,11176504
仙芝楼孢子油软胶囊0.5g*30粒*2瓶,"仙芝楼, 孢, 子, 油, 软, 胶, 囊, 0.5g, *, 30, 粒, *, 2, 瓶",仙芝楼,1,油,1,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,仙芝楼,9653387
仙芝楼孢子粉2g*12袋,"仙芝楼, 孢子粉, 2g, *, 12, 袋",仙芝楼,1,孢子粉,1,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,仙芝楼,9653376
仙芝楼孢子粉胶囊0.3g*12粒*4盒,"仙芝楼, 孢子粉, 胶, 囊, 0.3g, *, 12, 粒, *, 4, 盒",仙芝楼,1,"孢子粉, 盒",2,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,仙芝楼,9653365
仙芝楼珍灵有机灵芝茶(幼茸型)2.5g*20包,"仙芝楼, 珍, 灵, 有, 机, 灵芝, 茶, (, 幼, 茸, 型, ), 2.5g, *, 20, 包",仙芝楼,1,"灵芝, 茶",2,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,仙芝楼,9653398
兴安来灵芝孢子油软胶囊350mg×60粒,"兴安来, 灵芝, 孢, 子, 油, 软, 胶, 囊, 350mg, ×, 60, 粒",兴安来,1,"灵芝, 油",2,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,兴安来,10662256
加利善 精纯破壁灵芝孢子粉胶囊 500mg*60粒019093,"加利善,  , 精, 纯, 破壁灵芝孢子粉, 胶, 囊,  , 500mg, *, 60, 粒, 019093",加利善,1,破壁灵芝孢子粉,1,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,加利善,9732030
善元堂 灵芝孢子粉胶囊 0.3g*60粒023427,"善元堂,  , 灵芝, 孢子粉, 胶, 囊,  , 0.3g, *, 60, 粒, 023427",善元堂,1,"灵芝, 孢子粉",2,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,善元堂,10975812
幸福来灵芝孢子粉胶囊(幸福来)200mg*12粒*15板019155,"幸福来, 灵芝, 孢子粉, 胶, 囊, (, 幸福来, ), 200mg, *, 12, 粒, *, 15, 板, 019155",幸福来,1,"灵芝, 孢子粉, 板",3,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,幸福来,9732187
惠普生 精纯破壁灵芝孢子粉胶囊 0.5g*60粒,"惠普生,  , 精, 纯, 破壁灵芝孢子粉, 胶, 囊,  , 0.5g, *, 60, 粒",惠普生,1,破壁灵芝孢子粉,1,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,惠普生,9866142
扶元堂灵芝孢子粉胶囊300mg*24粒/盒*4盒,"扶元堂, 灵芝, 孢子粉, 胶, 囊, 300mg, *, 24, 粒, /, 盒, *, 4, 盒",扶元堂,1,"灵芝, 孢子粉, 盒, 盒",4,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,扶元堂,9653332
泰山 灵芝孢子粉125g/盒,"泰山,  , 灵芝, 孢子粉, 125g, /, 盒",泰山,1,"灵芝, 孢子粉, 盒",3,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,泰山,140705
泰山 灵芝孢子粉125g/盒(平安药网),"泰山,  , 灵芝, 孢子粉, 125g, /, 盒, (, 平安, 药, 网, )",泰山,1,"灵芝, 孢子粉, 盒",3,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,泰山,10034681
清华紫光灵芝软胶囊60粒 抗肿瘤提高免疫力,"清华紫光, 灵芝, 软, 胶, 囊, 60, 粒,  , 抗, 肿, 瘤, 提, 高, 免, 疫, 力",清华紫光,1,灵芝,1,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,清华紫光,11116771
粤微 全灵芝孢子粉 2g*20粒023561,"粤微,  , 全, 灵芝, 孢子粉,  , 2g, *, 20, 粒, 023561",粤微,1,"灵芝, 孢子粉",2,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,粤微,11141687
粤微 灵芝孢子油软胶囊 500mg*30粒023559,"粤微,  , 灵芝, 孢, 子, 油, 软, 胶, 囊,  , 500mg, *, 30, 粒, 023559",粤微,1,"灵芝, 油",2,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,粤微,11141665
粤微 灵芝孢子油软胶囊 500mg*60粒023560,"粤微,  , 灵芝, 孢, 子, 油, 软, 胶, 囊,  , 500mg, *, 60, 粒, 023560",粤微,1,"灵芝, 油",2,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,粤微,11141676
粤微 灵芝孢子油软胶囊礼盒 500mg*30粒*3023575,"粤微,  , 灵芝, 孢, 子, 油, 软, 胶, 囊, 礼盒,  , 500mg, *, 30, 粒, *, 3023575",粤微,1,"灵芝, 油, 礼盒",3,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,粤微,11141712
粤微 破壁灵芝孢子粉提取物胶囊 300mg*90粒*2023566,"粤微,  , 破壁灵芝孢子粉, 提, 取, 物, 胶, 囊,  , 300mg, *, 90, 粒, *, 2023566",粤微,1,破壁灵芝孢子粉,1,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,粤微,11141701
纽倍乐灵芝胶囊250mg*100粒,"纽倍乐, 灵芝, 胶, 囊, 250mg, *, 100, 粒",纽倍乐,1,灵芝,1,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,纽倍乐,10646114
美澳健 灵芝孢子油软胶囊 500mg*60粒,"美澳健,  , 灵芝, 孢, 子, 油, 软, 胶, 囊,  , 500mg, *, 60, 粒",美澳健,1,"灵芝, 油",2,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,美澳健,9732212
美澳健 灵芝孢子粉胶囊300mg*60粒,"美澳健,  , 灵芝, 孢子粉, 胶, 囊, 300mg, *, 60, 粒",美澳健,1,"灵芝, 孢子粉",2,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,美澳健,11176491
通惠 灵芝切片15克,"通惠,  , 灵芝, 切, 片, 15, 克",通惠,1,灵芝,1,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,通惠,10530231
通惠 灵芝切片200克,"通惠,  , 灵芝, 切, 片, 200, 克",通惠,1,灵芝,1,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,通惠,10507069
通惠 灵芝孢子虫草菌丝体粉5g*4包/盒*2盒+赠5g*4包,"通惠,  , 灵芝, 孢, 子, 虫, 草, 菌, 丝, 体, 粉, 5g, *, 4, 包, /, 盒, *, 2, 盒, +, 赠, 5g, *, 4, 包",通惠,1,"灵芝, 粉, 盒, 盒",4,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,通惠,10506997
通惠 破壁灵芝孢子粉1克*5包/盒*4盒,"通惠,  , 破壁灵芝孢子粉, 1, 克, *, 5, 包, /, 盒, *, 4, 盒",通惠,1,"破壁灵芝孢子粉, 盒, 盒",3,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,通惠,10507025
通惠 破壁灵芝孢子粉2g*10包,"通惠,  , 破壁灵芝孢子粉, 2g, *, 10, 包",通惠,1,破壁灵芝孢子粉,1,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,通惠,10507036
通惠 破壁灵芝孢子粉胶囊0.25克*12粒*2板/盒*10小盒,"通惠,  , 破壁灵芝孢子粉, 胶, 囊, 0.25, 克, *, 12, 粒, *, 2, 板, /, 盒, *, 10, 小, 盒",通惠,1,"破壁灵芝孢子粉, 板, 盒, 盒",4,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,通惠,10506986
通惠 破壁灵芝孢子粉胶囊12粒*2板/盒*4盒,"通惠,  , 破壁灵芝孢子粉, 胶, 囊, 12, 粒, *, 2, 板, /, 盒, *, 4, 盒",通惠,1,"破壁灵芝孢子粉, 板, 盒, 盒",4,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,通惠,10507014
通惠 野生灵芝250克,"通惠,  , 野, 生, 灵芝, 250, 克",通惠,1,灵芝,1,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,通惠,10507058
通惠 野生灵芝粉2.5g*10包/盒*4盒,"通惠,  , 野, 生, 灵芝粉, 2.5g, *, 10, 包, /, 盒, *, 4, 盒",通惠,1,"灵芝粉, 盒, 盒",3,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,通惠,10507047
大森林 灵芝孢子粉软胶囊 500mg*60粒012707,"大森林,  , 灵芝, 孢子粉, 软, 胶, 囊,  , 500mg, *, 60, 粒, 012707",大森林,1,"灵芝, 孢子粉",2,0-8704-16165-20036:营养保健、健康器械-抗辐射/抑制肿瘤-灵芝/孢子粉,,9732198
佰能Bionet 花青素胶囊320mg*90粒/瓶/盒,"佰能, bionet,  , 花青素, 胶, 囊, 320mg, *, 90, 粒, /, 瓶, /, 盒",佰能,1,"花青素, 盒",2,0-8704-16165-20037:营养保健、健康器械-抗辐射/抑制肿瘤-花青素,佰能,11098285
康倍施 葡萄籽花青素复合胶囊  650mg*60粒（美国原装进口）,"康倍施,  , 葡萄籽, 花青素, 复, 合, 胶, 囊,  ,  , 650mg, *, 60, 粒, （, 美国, 原, 装, 进, 口, ）",康倍施,1,"葡萄籽, 花青素",2,0-8704-16165-20037:营养保健、健康器械-抗辐射/抑制肿瘤-花青素,康倍施,9830766
纽倍乐花青素软胶囊（祛斑素）500mg*100粒,"纽倍乐, 花青素, 软, 胶, 囊, （, 祛, 斑, 素, ）, 500mg, *, 100, 粒",纽倍乐,1,花青素,1,0-8704-16165-20037:营养保健、健康器械-抗辐射/抑制肿瘤-花青素,纽倍乐,10646147
二十四味凉茶015367,"二十四, 味, 凉茶, 015367",,0,凉茶,1,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,南北行,9887336
五花茶015369,"五, 花茶, 015369",,0,花茶,1,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,南北行,9887314
广东凉茶015365,"广东, 凉茶, 015365",广东,1,凉茶,1,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,南北行,9887358
清热祛湿茶015368,"清, 热, 祛湿, 茶, 015368",,0,茶,1,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,南北行,9887325
大翔制杜仲80g020927,"大翔, 制, 杜仲, 80g020927",大翔,1,杜仲,1,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,大翔,9809227
大翔太子参160g020921,"大翔, 太子, 参, 160g020921",大翔,1,,0,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,大翔,9809158
大翔玉竹90g,"大翔, 玉, 竹, 90g",大翔,1,,0,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,大翔,9809432
大翔肉桂80g020929,"大翔, 肉, 桂, 80g020929",大翔,1,,0,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,大翔,9809238
大翔茯苓200g020963,"大翔, 茯苓, 200g020963",大翔,1,茯苓,1,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,大翔,9812128
大翔藿山石斛100g020937,"大翔, 藿, 山, 石斛, 100g020937",大翔,1,石斛,1,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,大翔,9809341
方回春堂 石斛 刚节枫斗 浙江天台 80克 优质,"方回春堂,  , 石斛,  , 刚, 节, 枫斗,  , 浙江, 天, 台,  , 80, 克,  , 优, 质",方回春堂,1,"石斛, 枫斗",2,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,方回春堂,10969183
方回春堂 石斛 水草枫斗 浙江天台 80克,"方回春堂,  , 石斛,  , 水, 草, 枫斗,  , 浙江, 天, 台,  , 80, 克",方回春堂,1,"石斛, 水, 枫斗",3,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,方回春堂,10969149
方回春堂 石斛 紫皮枫斗 浙江天台 80克,"方回春堂,  , 石斛,  , 紫, 皮, 枫斗,  , 浙江, 天, 台,  , 80, 克",方回春堂,1,"石斛, 枫斗",2,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,方回春堂,10969194
方回春堂 精装石斛礼盒 刚节枫斗 一等 80克,"方回春堂,  , 精, 装, 石斛, 礼盒,  , 刚, 节, 枫斗,  , 一, 等,  , 80, 克",方回春堂,1,"石斛, 礼盒, 枫斗",3,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,方回春堂,10969058
方回春堂 精装石斛礼盒 刚节枫斗 特等 125克,"方回春堂,  , 精, 装, 石斛, 礼盒,  , 刚, 节, 枫斗,  , 特, 等,  , 125, 克",方回春堂,1,"石斛, 礼盒, 枫斗",3,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,方回春堂,10969070
方回春堂 精装石斛礼盒 刚节枫斗 特等 95克,"方回春堂,  , 精, 装, 石斛, 礼盒,  , 刚, 节, 枫斗,  , 特, 等,  , 95, 克",方回春堂,1,"石斛, 礼盒, 枫斗",3,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,方回春堂,10969069
方回春堂 精装石斛礼盒 水草枫斗 100克,"方回春堂,  , 精, 装, 石斛, 礼盒,  , 水, 草, 枫斗,  , 100, 克",方回春堂,1,"石斛, 礼盒, 水, 枫斗",4,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,方回春堂,10969047
方回春堂 精装石斛礼盒 紫皮枫斗 一等 100克,"方回春堂,  , 精, 装, 石斛, 礼盒,  , 紫, 皮, 枫斗,  , 一, 等,  , 100, 克",方回春堂,1,"石斛, 礼盒, 枫斗",3,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,方回春堂,10969105
方回春堂 精装石斛礼盒 紫皮枫斗 龙头凤尾 100克,"方回春堂,  , 精, 装, 石斛, 礼盒,  , 紫, 皮, 枫斗,  , 龙, 头, 凤, 尾,  , 100, 克",方回春堂,1,"石斛, 礼盒, 枫斗",3,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,方回春堂,10969081
方回春堂 精装石斛礼盒 紫皮枫斗 龙头凤尾 特选 100克,"方回春堂,  , 精, 装, 石斛, 礼盒,  , 紫, 皮, 枫斗,  , 龙, 头, 凤, 尾,  , 特, 选,  , 100, 克",方回春堂,1,"石斛, 礼盒, 枫斗",3,0-8704-16166-17559:营养保健、健康器械-滋补养生益智-滋补食材类,方回春堂,10969092
