ProductName,SplitedWords,BrandWords,品牌数,CategoryWords,类别数,CategoryName,BrandName,ProductCode
Apple 苹果 MacBook Pro 13.3” 笔记本电脑 -MC700CH/A i5-2.3GHz/4GB/320G,"apple,  , 苹果,  , macbook,  , pro,  , 13.3, ”,  , 笔记本电脑,  , -, mc700ch, /, a,  , i5, -, 2.3ghz, /, 4gb, /, 320g",apple,1,"苹果, 笔记本电脑",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",Apple 苹果,11147878
"DELL 戴尔 Ins14RR-338L 14"" 蓝色 笔记本电脑 - intel P6100/320G/2G/1G HD5650","dell,  , 戴尔,  , ins14rr, -, 338l,  , 14, "",  , 蓝色,  , 笔记本电脑,  , -,  , intel,  , p6100, /, 320g, /, 2g, /, 1g,  , hd5650",dell,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",DELL 戴尔,10365056
"DELL 戴尔 Ins14VR-186 14""  笔记本电脑 - intel i3-380M/500G/2G/512M HD5430","dell,  , 戴尔,  , ins14vr, -, 186,  , 14, "",  ,  , 笔记本电脑,  , -,  , intel,  , i3, -, 380m, /, 500g, /, 2g, /, 512m,  , hd5430",dell,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",DELL 戴尔,12053371
DELL 戴尔 Ins14VR-248/i3-2310/2G DDR3 黑,"dell,  , 戴尔,  , ins14vr, -, 248, /, i3, -, 2310, /, 2g,  , ddr3,  , 黑",dell,1,,0,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",DELL 戴尔,12053382
惠普 G42-384TX 笔记本电脑 (XU768PA),"惠普,  , g42, -, 384tx,  , 笔记本电脑,  , (, xu768pa, )",惠普,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",HP,10645086
惠普dv3-2309tx 笔记本电脑（WJ380PA）,"惠普, dv3, -, 2309tx,  , 笔记本电脑, （, wj380pa, ）",惠普,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",HP,10645122
惠普dv3-4007tx 笔记本电脑(WT436PA),"惠普, dv3, -, 4007tx,  , 笔记本电脑, (, wt436pa, )",惠普,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",HP,10645133
HP 惠普  笔记本电脑 CQ32-107,"hp,  , 惠普,  ,  , 笔记本电脑,  , cq32, -, 107",hp,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",HP 惠普,10135032
"HP 惠普 Dm3-1115TX 13.3"" 笔记本电脑 -SU7300/7200转250G/LED/HDMI/512M G105M","hp,  , 惠普,  , dm3, -, 1115tx,  , 13.3, "",  , 笔记本电脑,  , -, su7300, /, 7200, 转, 250g, /, led, /, hdmi, /, 512m,  , g105m",hp,1,"笔记本电脑, led",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",HP 惠普,10051942
"SAMSUNG 三星  Q460-JS01 14""  笔记本电脑I3 2310/2G/500G/GT540M 1G","samsung,  , 三星,  ,  , q460, -, js01,  , 14, "",  ,  , 笔记本电脑, i3,  , 2310, /, 2g, /, 500g, /, gt540m,  , 1g",samsung,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,12937370
"SAMSUNG 三星  RV410-S02 14""  笔记本电脑T3500/1G/320G/HD545V 512M","samsung,  , 三星,  ,  , rv410, -, s02,  , 14, "",  ,  , 笔记本电脑, t3500, /, 1g, /, 320g, /, hd545v,  , 512m",samsung,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,12937358
"SAMSUNG 三星  X125-JA03 11.6"" 笔记本电脑K125/2G/320G/H4225显卡 白色","samsung,  , 三星,  ,  , x125, -, ja03,  , 11.6, "",  , 笔记本电脑, k125, /, 2g, /, 320g, /, h4225, 显卡,  , 白色",samsung,1,"笔记本电脑, 显卡",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,12937369
"SAMSUNG 三星 NP-Q330-JS0CCN 13.3"" 金属黑 笔记本电脑 i3-380M/2G/320G","samsung,  , 三星,  , np, -, q330, -, js0ccn,  , 13.3, "",  , 金属, 黑,  , 笔记本电脑,  , i3, -, 380m, /, 2g, /, 320g",samsung,1,"金属, 笔记本电脑",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,11630583
SAMSUNG 三星 NP-RC520-S01CN 15.6'' 笔记本电脑,"samsung,  , 三星,  , np, -, rc520, -, s01cn,  , 15.6, ', ',  , 笔记本电脑",samsung,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,11630403
"SAMSUNG 三星 NP-RV411-S0GCN 14"" 蓝色 笔记本电脑 P6200-2.13GHz/2G/320G","samsung,  , 三星,  , np, -, rv411, -, s0gcn,  , 14, "",  , 蓝色,  , 笔记本电脑,  , p6200, -, 2.13ghz, /, 2g, /, 320g",samsung,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,11630527
SAMSUNG 三星 NP-RV415-S01CN 14‘’笔记本电脑 2G/320G/1G独显/蓝牙/摄像头/win7  银色,"samsung,  , 三星,  , np, -, rv415, -, s01cn,  , 14, ‘, ’, 笔记本电脑,  , 2g, /, 320g, /, 1g, 独显, /, 蓝牙, /, 摄像头, /, win7,  ,  , 银色",samsung,1,"笔记本电脑, 蓝牙, 摄像头",3,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,11630481
"SAMSUNG 三星 NP-RV420-S06CN 14"" 香槟金 笔记本电脑 i3-2310M/4G/500G/1G GT520M","samsung,  , 三星,  , np, -, rv420, -, s06cn,  , 14, "",  , 香槟金,  , 笔记本电脑,  , i3, -, 2310m, /, 4g, /, 500g, /, 1g,  , gt520m",samsung,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,11630550
"SAMSUNG 三星 R428-DS0L 14"" 白色 笔记本电脑 -2.2GHz/2G/320G","samsung,  , 三星,  , r428, -, ds0l,  , 14, "",  , 白色,  , 笔记本电脑,  , -, 2.2ghz, /, 2g, /, 320g",samsung,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,9959993
"SAMSUNG 三星 R428-DS0M 14"" 黑色 笔记本电脑-2.2GHz/2G/320G","samsung,  , 三星,  , r428, -, ds0m,  , 14, "",  , 黑色,  , 笔记本电脑, -, 2.2ghz, /, 2g, /, 320g",samsung,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,9960003
"SAMSUNG 三星 RC410-S08 14"" 黑色 笔记本电脑-2.53GHz/2G/500G","samsung,  , 三星,  , rc410, -, s08,  , 14, "",  , 黑色,  , 笔记本电脑, -, 2.53ghz, /, 2g, /, 500g",samsung,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,12292658
"SAMSUNG 三星 RV511-S05 15.6"" 笔记本电脑P6200/2G/500G/GF315M1G 银色","samsung,  , 三星,  , rv511, -, s05,  , 15.6, "",  , 笔记本电脑, p6200, /, 2g, /, 500g, /, gf315m1g,  , 银色",samsung,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,12937347
"SAMSUNG 三星 SF311-S01 13.3"" 笔记本电脑I3 2310/2G/320G/GT520/512M独显/win7/蓝牙 珍珠白","samsung,  , 三星,  , sf311, -, s01,  , 13.3, "",  , 笔记本电脑, i3,  , 2310, /, 2g, /, 320g, /, gt520, /, 512m, 独显, /, win7, /, 蓝牙,  , 珍珠白",samsung,1,"笔记本电脑, 蓝牙",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SAMSUNG 三星,12937381
"SONY 索尼 VPCEG16EC 14"" 粉色 笔记本电脑 -i3-2310M/2G/500G/win7","sony,  , 索尼,  , vpceg16ec,  , 14, "",  , 粉色,  , 笔记本电脑,  , -, i3, -, 2310m, /, 2g, /, 500g, /, win7",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,12183367
"SONY 索尼 VPCEG16EC/B 14"" 笔记本电脑 黑色 - i3-2310M/2G/500G/WIN7","sony,  , 索尼,  , vpceg16ec, /, b,  , 14, "",  , 笔记本电脑,  , 黑色,  , -,  , i3, -, 2310m, /, 2g, /, 500g, /, win7",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,12183345
"SONY 索尼 VPCEG16EC/W 14"" 笔记本电脑 白色 - i3-2310M/2G/500G/WIN7","sony,  , 索尼,  , vpceg16ec, /, w,  , 14, "",  , 笔记本电脑,  , 白色,  , -,  , i3, -, 2310m, /, 2g, /, 500g, /, win7",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,12183356
"SONY 索尼 VPCEG18EC 14"" 粉色 笔记本电脑 -i5-2410M/2G/320G/win7","sony,  , 索尼,  , vpceg18ec,  , 14, "",  , 粉色,  , 笔记本电脑,  , -, i5, -, 2410m, /, 2g, /, 320g, /, win7",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,12183390
"SONY 索尼 VPCEG18EC 14"" 黑色 笔记本电脑 -i5-2410M/2G/320G","sony,  , 索尼,  , vpceg18ec,  , 14, "",  , 黑色,  , 笔记本电脑,  , -, i5, -, 2410m, /, 2g, /, 320g",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,12183378
"SONY 索尼 VPCEH16EC/P 15.5"" 笔记本电脑 粉色 - i3-2310M/2G/500G/WIN7","sony,  , 索尼,  , vpceh16ec, /, p,  , 15.5, "",  , 笔记本电脑,  , 粉色,  , -,  , i3, -, 2310m, /, 2g, /, 500g, /, win7",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,12183425
"SONY 索尼 VPCEH16EC/W 15.5"" 白色 笔记本电脑 - i3-2310M/2G/1G G 410M独显/500G/WIN7","sony,  , 索尼,  , vpceh16ec, /, w,  , 15.5, "",  , 白色,  , 笔记本电脑,  , -,  , i3, -, 2310m, /, 2g, /, 1g,  , g,  , 410m, 独显, /, 500g, /, win7",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,12183414
"SONY 索尼 VPCZ215FC/B 13.1"" 黑色 笔记本电脑 - intel i5-2410M/128G/4G/win7","sony,  , 索尼,  , vpcz215fc, /, b,  , 13.1, "",  , 黑色,  , 笔记本电脑,  , -,  , intel,  , i5, -, 2410m, /, 128g, /, 4g, /, win7",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,13137741
"SONY 索尼 VPCZ215FC/L 13.1"" 蓝色 笔记本电脑 - intel i5-2410M/128G/4G/win7","sony,  , 索尼,  , vpcz215fc, /, l,  , 13.1, "",  , 蓝色,  , 笔记本电脑,  , -,  , intel,  , i5, -, 2410m, /, 128g, /, 4g, /, win7",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,13137536
"SONY 索尼 VPCZ215FC/N 13.1"" 金色 笔记本电脑 - intel i5-2410M/128G/4G/win7","sony,  , 索尼,  , vpcz215fc, /, n,  , 13.1, "",  , 金色,  , 笔记本电脑,  , -,  , intel,  , i5, -, 2410m, /, 128g, /, 4g, /, win7",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,13137525
"SONY 索尼 YPCSD27EC/B 13.3"" 黑色 笔记本电脑 - intel i3-2310M/320G/2G/512M HD6470M","sony,  , 索尼,  , ypcsd27ec, /, b,  , 13.3, "",  , 黑色,  , 笔记本电脑,  , -,  , intel,  , i3, -, 2310m, /, 320g, /, 2g, /, 512m,  , hd6470m",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,13137445
"SONY 索尼 YPCSD27EC/L 13.3"" 蓝色 笔记本电脑 - intel i3-2310M/320G/2G/512M HD6470M","sony,  , 索尼,  , ypcsd27ec, /, l,  , 13.3, "",  , 蓝色,  , 笔记本电脑,  , -,  , intel,  , i3, -, 2310m, /, 320g, /, 2g, /, 512m,  , hd6470m",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,13137478
"SONY 索尼 YPCSD27EC/P 13.3"" 粉色 笔记本电脑 - intel i3-2310M/320G/2G/512M HD6470M","sony,  , 索尼,  , ypcsd27ec, /, p,  , 13.3, "",  , 粉色,  , 笔记本电脑,  , -,  , intel,  , i3, -, 2310m, /, 320g, /, 2g, /, 512m,  , hd6470m",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,13137467
"SONY 索尼 YPCSD27EC/W 13.3"" 白色 笔记本电脑 - intel i3-2310M/320G/2G/512M HD6470M","sony,  , 索尼,  , ypcsd27ec, /, w,  , 13.3, "",  , 白色,  , 笔记本电脑,  , -,  , intel,  , i3, -, 2310m, /, 320g, /, 2g, /, 512m,  , hd6470m",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,13137456
"SONY 索尼 YPCSD28EC/B 13.3"" 黑色 笔记本电脑 - intel i5-2410M/500G/4G/512M HD6470M","sony,  , 索尼,  , ypcsd28ec, /, b,  , 13.3, "",  , 黑色,  , 笔记本电脑,  , -,  , intel,  , i5, -, 2410m, /, 500g, /, 4g, /, 512m,  , hd6470m",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,13137489
"SONY 索尼 YPCSD28EC/L 13.3"" 蓝色 笔记本电脑 - intel i5-2410M/500G/4G/512M HD6470M","sony,  , 索尼,  , ypcsd28ec, /, l,  , 13.3, "",  , 蓝色,  , 笔记本电脑,  , -,  , intel,  , i5, -, 2410m, /, 500g, /, 4g, /, 512m,  , hd6470m",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,13137514
"SONY 索尼 YPCSD28EC/P 13.3"" 粉色 笔记本电脑 - intel i5-2410M/500G/4G/512M HD6470M","sony,  , 索尼,  , ypcsd28ec, /, p,  , 13.3, "",  , 粉色,  , 笔记本电脑,  , -,  , intel,  , i5, -, 2410m, /, 500g, /, 4g, /, 512m,  , hd6470m",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,13137503
"SONY 索尼 YPCSD28EC/W 13.3"" 白色 笔记本电脑 - intel i5-2410M/500G/4G/512M HD6470M","sony,  , 索尼,  , ypcsd28ec, /, w,  , 13.3, "",  , 白色,  , 笔记本电脑,  , -,  , intel,  , i5, -, 2410m, /, 500g, /, 4g, /, 512m,  , hd6470m",sony,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",SONY 索尼,13137490
"ThinkPad E220S-5038C11 12.5"" 雅光黑 笔记本电脑 - intel i3-2357M/320G/2G/","thinkpad,  , e220s, -, 5038c11,  , 12.5, "",  , 雅, 光, 黑,  , 笔记本电脑,  , -,  , intel,  , i3, -, 2357m, /, 320g, /, 2g, /",thinkpad,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,13107909
"ThinkPad E325-129722C 13.3"" 神秘黑 笔记本电脑 - AMD E-350/320G/2G/","thinkpad,  , e325, -, 129722c,  , 13.3, "",  , 神秘, 黑,  , 笔记本电脑,  , -,  , amd,  , e, -, 350, /, 320g, /, 2g, /",thinkpad,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,13107932
"ThinkPad E40 0578-MDC 14"" 笔记本电脑  雅光黑 i3-380M/2G/320G/独显512MB/200W摄像头 Win7","thinkpad,  , e40,  , 0578, -, mdc,  , 14, "",  , 笔记本电脑,  ,  , 雅, 光, 黑,  , i3, -, 380m, /, 2g, /, 320g, /, 独显, 512mb, /, 200w, 摄像头,  , win7",thinkpad,1,"笔记本电脑, 摄像头",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,10930548
"ThinkPad E420-11412YC 14"" 雅光黑 笔记本电脑 - intel i3-2310M/320G/2G/HD6630M-1G/蓝牙","thinkpad,  , e420, -, 11412yc,  , 14, "",  , 雅, 光, 黑,  , 笔记本电脑,  , -,  , intel,  , i3, -, 2310m, /, 320g, /, 2g, /, hd6630m, -, 1g, /, 蓝牙",thinkpad,1,"笔记本电脑, 蓝牙",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,13107874
"ThinkPad E420-114139C 14"" 黑色 笔记本电脑  i5-2410M/2G/320G/HD6630M-1G/蓝牙/Win7 雅光黑","thinkpad,  , e420, -, 114139c,  , 14, "",  , 黑色,  , 笔记本电脑,  ,  , i5, -, 2410m, /, 2g, /, 320g, /, hd6630m, -, 1g, /, 蓝牙, /, win7,  , 雅, 光, 黑",thinkpad,1,"笔记本电脑, 蓝牙",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,12376340
"ThinkPad E420s-440135C 14"" 墨绿色 笔记本电脑 - intel i5-2410M/7200-320G/2G/HD6630M-2G/蓝牙","thinkpad,  , e420s, -, 440135c,  , 14, "",  , 墨绿色,  , 笔记本电脑,  , -,  , intel,  , i5, -, 2410m, /, 7200, -, 320g, /, 2g, /, hd6630m, -, 2g, /, 蓝牙",thinkpad,1,"笔记本电脑, 蓝牙",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,13107921
"ThinkPad E420s-440139C 14"" 墨绿色 笔记本电脑  -intel i3-2310M/2G/7200-320G/HD6630M-2G","thinkpad,  , e420s, -, 440139c,  , 14, "",  , 墨绿色,  , 笔记本电脑,  ,  , -, intel,  , i3, -, 2310m, /, 2g, /, 7200, -, 320g, /, hd6630m, -, 2g",thinkpad,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,13107910
"ThinkPad X1-1293A12 13.3"" 磨砂黑 笔记本电脑 - intel i3-2310M/320G/2G/","thinkpad,  , x1, -, 1293a12,  , 13.3, "",  , 磨砂, 黑,  , 笔记本电脑,  , -,  , intel,  , i3, -, 2310m, /, 320g, /, 2g, /",thinkpad,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,13107896
"ThinkPad X100e 35084FC 11.6"" 笔记本电脑  MV-40/2G/250G 摄像头 Win7 午夜黑 赠原装包","thinkpad,  , x100e,  , 35084fc,  , 11.6, "",  , 笔记本电脑,  ,  , mv, -, 40, /, 2g, /, 250g,  , 摄像头,  , win7,  , 午, 夜黑,  , 赠, 原装, 包",thinkpad,1,"笔记本电脑, mv, 摄像头",3,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,10075657
"ThinkPad X100e 3508A26 11.6"" 笔记本电脑  AMD Athlon Neo MV-40/1.6GHz/2G/250G 热力红","thinkpad,  , x100e,  , 3508a26,  , 11.6, "",  , 笔记本电脑,  ,  , amd,  , athlon,  , neo,  , mv, -, 40, /, 1.6ghz, /, 2g, /, 250g,  , 热力, 红",thinkpad,1,"笔记本电脑, mv",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,10123203
"ThinkPad X201i 3249-3JC 12.1"" 笔记本电脑  i3-350M/2.26GHz/2G/320G","thinkpad,  , x201i,  , 3249, -, 3jc,  , 12.1, "",  , 笔记本电脑,  ,  , i3, -, 350m, /, 2.26ghz, /, 2g, /, 320g",thinkpad,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,10123383
"ThinkPad X220 4286C13 12.5"" 笔记本电脑  - i5-2410M/2GB/320GB /Win7/指纹识别/720P摄像头","thinkpad,  , x220,  , 4286c13,  , 12.5, "",  , 笔记本电脑,  ,  , -,  , i5, -, 2410m, /, 2gb, /, 320gb,  , /, win7, /, 指纹识别, /, 720p, 摄像头",thinkpad,1,"笔记本电脑, 摄像头",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,12376384
"ThinkPad X220i 42862KC 12.5"" 笔记本电脑  - i3-2310M/2GB/320GB 7200/Win7/带指纹识别/蓝牙","thinkpad,  , x220i,  , 42862kc,  , 12.5, "",  , 笔记本电脑,  ,  , -,  , i3, -, 2310m, /, 2gb, /, 320gb,  , 7200, /, win7, /, 带, 指纹识别, /, 蓝牙",thinkpad,1,"笔记本电脑, 蓝牙",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,12376395
"ThinkPad X220i 4286C11 12.5"" 笔记本电脑  - i3-2310M/2GB/250GB/Win7","thinkpad,  , x220i,  , 4286c11,  , 12.5, "",  , 笔记本电脑,  ,  , -,  , i3, -, 2310m, /, 2gb, /, 250gb, /, win7",thinkpad,1,笔记本电脑,1,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,12376362
"ThinkPad X220i 4286C12 12.5"" 笔记本电脑  - i3-2310M/2GB/320GB/Win7/蓝牙","thinkpad,  , x220i,  , 4286c12,  , 12.5, "",  , 笔记本电脑,  ,  , -,  , i3, -, 2310m, /, 2gb, /, 320gb, /, win7, /, 蓝牙",thinkpad,1,"笔记本电脑, 蓝牙",2,"0-21392-21393-21401:电脑,软件,办公用品-电脑整机-笔记本电脑 ",ThinkPad,12376373
