商品名,分词结果,品牌词,品牌数,类别词,类别数,原始类别,原始品牌,商品CODE,标注类别词
GE&ZI复古海军风双排铜扣装饰高腰裙裤7103#,"GE, &, ZI, 复古, 海, 军风, 双, 排, 铜, 扣, 装饰, 高腰, 裙裤, 7103, #",ge,1,"扣, 装饰",2,0-123-19491-19539-19543:服装鞋帽-女装.-女装裙子-女装裙裤,GE&ZI,11373958,裙裤
GE&ZI时尚诱惑束皱蝴蝶结雪仿连衣裙8206#,"GE, &, ZI, 时尚, 诱惑, 束, 皱, 蝴蝶结, 雪, 仿, 连衣裙, 8206, #",ge,1,连衣裙,1,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,GE&ZI,11198859,连衣裙
GE&ZI花の舞简约淑女风连衣裙咖啡(配大红色腰带）9607#,"GE, &, ZI, 花, の, 舞, 简约, 淑女, 风, 连衣裙, 咖啡, (, 配, 大, 红色, 腰带, ）, 9607, #",ge,1,"连衣裙, 咖啡",2,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,GE&ZI,11199841,连衣裙
Moonbasa梦芭莎  纯色浪漫V领收腰连衣裙 034111213,"moonbasa, 梦, 芭, 莎, 纯色, 浪漫, V, 领收, 腰, 连衣裙, 034111213",,0,连衣裙,1,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,Moonbasa梦芭莎,11434074,连衣裙
Sweet Young 淘气宝贝?可爱娃娃居家连衣裙 710 灰色 均码,"sweet, young, 淘气宝贝, ?, 可爱, 娃娃, 居家, 连衣裙, 710, 灰色, 均, 码",可爱,1,"娃娃, 连衣裙",2,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,Sweet Young,11058905,连衣裙
Tomnrabbit 女装 民族风设计牡丹花连衣裙 TQ2180,"tomnrabbit, 女装, 民族风, 设计, 牡丹花, 连衣裙, TQ2180",tomnrabbit,1,"女装, 连衣裙",2,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,Tomnrabbit,11031600,"女装, 连衣裙"
Tomnrabbit 女装 立领宽松撞色中袖连衣裙 TQ1130 藏蓝 均码,"tomnrabbit, 女装, 立领, 宽松, 撞色, 中袖, 连衣裙, TQ1130, 藏蓝, 均, 码",tomnrabbit,1,"女装, 连衣裙",2,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,Tomnrabbit,11069979,"女装, 连衣裙"
2011夏装新款无袖时尚连身裙8027,"2011, 夏装, 新款, 无袖, 时尚, 连身, 裙, 8027",,0,,0,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,hanakimi,11394631,"连身, 裙"
2011春装新款 韩版简约蕾丝镂空拼接网纱亮色裙摆连衣裙Q00024黄色L,"2011, 春装, 新款, 韩版, 简约, 蕾丝, 镂空, 拼接, 网纱, 亮色, 裙摆, 连衣裙, Q00024, 黄色, L",蕾丝,1,"蕾丝, 网纱, 连衣裙",3,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,hanakimi,10961758,连衣裙
2012hanakimi春装新款 韩版淑女蝴蝶结装饰收腰洋装连衣裙Q00016深蓝色XL,"2012, hanakimi, 春装, 新款, 韩版, 淑女, 蝴蝶结, 装饰, 收, 腰, 洋装, 连衣裙, Q00016, 深蓝色, XL",hanakimi,1,"装饰, 连衣裙",2,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,hanakimi,10969898,连衣裙
NONO韩 冬 2010 秋 新 韩版女装 剪毛仿皮草连衣裙203810,"NONO, 韩, 冬, 2010, 秋, 新, 韩版, 女装, 剪毛, 仿, 皮草, 连衣裙, 203810",,0,"女装, 皮草, 连衣裙",3,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,nonofashion,11217235,"女装, 连衣裙"
GE&ZI酷感时尚腰带烫珠收臀针织连衣裙8118#,"GE, &, ZI, 酷, 感, 时尚, 腰带, 烫, 珠, 收, 臀, 针织, 连衣裙, 8118, #",ge,1,"腰带, 针织, 连衣裙",3,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,,11175307,连衣裙
康妮雅家居服 女短裤01072601碳灰,"康妮雅, 家居服, 女, 短裤, 01072601, 碳, 灰",康妮雅,1,"家居服, 短裤",2,0-123-19491-19546-19549:服装鞋帽-女装.-女装短裤/中裤-女装短裤,2M,10022443,"家居服, 短裤"
最新2011新款韩国夏款女装丝袜打底裤连衣袜彩色显瘦夏天打底裤子W00084,"最新, 2011, 新款, 韩国, 夏, 款, 女装, 丝袜, 打底裤, 连, 衣, 袜, 彩色, 显, 瘦, 夏天, 打底, 裤子, W00084",,0,"女装, 丝袜, 打底裤, 袜, 打底, 裤子",6,0-123-19491-19546-19549:服装鞋帽-女装.-女装短裤/中裤-女装短裤,hanakimi,11234030,打底裤
O.SA2011夏OL时尚百搭修身大码 女 七分裤 SK90206,"O.SA2011, 夏, OL, 时尚, 百搭, 修身, 大, 码, 女, 七分裤, SK90206",,0,七分裤,1,0-123-19491-19550-19552:服装鞋帽-女装.-女装长裤-女装西裤,O.SA,11524575,七分裤
O.SA2011春装 修身休闲时尚九分裤 裤子 女 SK90204,"O.SA2011, 春装, 修身, 休闲, 时尚, 九分裤, 裤子, 女, SK90204",,0,"九分裤, 裤子",2,0-123-19491-19550-19552:服装鞋帽-女装.-女装长裤-女装西裤,O.SA,11523890,九分裤
佐丹奴 女 弹力轻爽日常直筒西裤 冷灰色,"佐丹奴, 女, 弹力, 轻爽, 日常, 直, 筒, 西裤, 冷, 灰色",佐丹奴,1,西裤,1,0-123-19491-19550-19552:服装鞋帽-女装.-女装长裤-女装西裤,佐丹奴,10059504,西裤
唐狮 女纯棉多彩低腰小脚牛仔裤#110322083404  中国红          ,"唐狮, 女, 纯棉, 多彩, 低腰, 小脚, 牛仔裤, #110322083404, 中国红",唐狮,1,牛仔裤,1,0-123-19491-19550-19553:服装鞋帽-女装.-女装长裤-女装牛仔裤,唐狮,10376224,牛仔裤
A.H 女装休闲窄脚裤 WH611004841,"A.H, 女装, 休闲, 窄, 脚, 裤, WH611004841",a.h,1,"女装, 裤",2,0-123-19491-19550-19556:服装鞋帽-女装.-女装长裤-女装窄脚裤,A.H,10965590,"女装, 裤"
nike 360 女 针织夹克 239713 480,"nike, 360, 女, 针织, 夹克, 239713, 480",nike,1,"针织, 夹克",2,0-123-19491-19558-19559:服装鞋帽-女装.-女装外套-女装夹克,nike 360,10856743,夹克
LUV SYMBOLS 宝贝双星经典款连帽大衣 兰,"LUV, SYMBOLS, 宝贝双星, 经典, 款, 连, 帽, 大衣, 兰",宝贝双星,1,"帽, 大衣",2,0-123-19491-19558-19560:服装鞋帽-女装.-女装外套-女装风衣,宝贝双星,10504639,大衣
宝贝双星圣诞红羽绒外套 704525,"宝贝双星, 圣诞红, 羽绒, 外套, 704525",宝贝双星,1,外套,1,0-123-19491-19558-19566:服装鞋帽-女装.-女装外套-女装羽绒服,宝贝双星,10633304,外套
佐丹奴 男多彩烫印纯棉长袖T恤 01029514  宝石红,"佐丹奴, 男, 多彩, 烫, 印, 纯棉, 长袖T恤, 01029514, 宝石, 红",佐丹奴,1,长袖t恤,1,0-123-19567-19568-19570:服装鞋帽-男装.-男装T恤-男装长袖T恤,佐丹奴,10395898,长袖t恤
佐丹奴 男装长袖圆领TEE01020532 金章黄,"佐丹奴, 男装, 长袖, 圆领, TEE01020532, 金, 章, 黄",佐丹奴,1,男装,1,0-123-19567-19568-19570:服装鞋帽-男装.-男装T恤-男装长袖T恤,佐丹奴,10270629,男装
康妮雅家居服 男V领短袖T01071321南瓜橙,"康妮雅, 家居服, 男, V领, 短袖, T01071321, 南瓜, 橙",康妮雅,1,家居服,1,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,2M,10022103,家居服
ATOPI 中国风涂鸦胶浆印花纯棉水洗男装短袖恤   紫红,"ATOPI, 中, 国风, 涂鸦, 胶, 浆, 印花, 纯棉, 水洗, 男装, 短袖, 恤, 紫红",atopi,1,男装,1,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,ATOPI欧榜,10031455,男装
ATOPI 复古印花纯棉水洗男装短袖T恤 黑色,"ATOPI, 复古, 印花, 纯棉, 水洗, 男装短袖T恤, 黑色",atopi,1,男装短袖t恤,1,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,ATOPI欧榜,10254612,男装短袖t恤
ATOPI 彩色印花纯棉水洗男装短袖恤 蓝灰,"ATOPI, 彩色, 印花, 纯棉, 水洗, 男装, 短袖, 恤, 蓝, 灰",atopi,1,男装,1,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,ATOPI欧榜,10254532,男装
CARTELO 男款T恤6039 5206118377 深紫色,"CARTELO, 男, 款, T恤, 6039, 5206118377, 深紫色",cartelo,1,t恤,1,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,CARTELO,11365143,t恤
E.RICJ.ONAH/埃乔 2011夏男装时尚全棉圆领印花灰色短袖T恤-马车 T11049,"E.RICJ.ONAH, /, 埃乔, 2011, 夏, 男装, 时尚, 全棉, 圆领, 印花, 灰色, 短袖T恤, -, 马车, T11049",埃乔,1,"男装, 短袖t恤",2,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,E.RICJ.ONAH/埃乔,11060789,"男装, 短袖t恤"
HodooAge 体温表 韩版纯棉莱卡短袖T恤男装 TS1136,"HodooAge, 体温表, 韩版, 纯棉, 莱卡, 短袖T恤, 男装, TS1136",,0,"短袖t恤, 男装",2,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,HodooAge,11440689,"短袖t恤, 男装"
Justyle 10英伦海洋气息系列格纹翻领撞色短袖T恤橙色,"justyle, 10, 英伦, 海洋, 气息, 系列, 格纹, 翻领, 撞色, 短袖T恤, 橙色",justyle,1,"海洋, 短袖t恤",2,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,JUSTYLE,10063544,短袖t恤
高级丝光棉欧洲风格印花蓝色纯棉短袖T恤1029,"高级, 丝光, 棉, 欧洲, 风格, 印花, 蓝色, 纯棉, 短袖T恤, 1029",,0,"欧洲, 短袖t恤",2,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,MasaMaso玛萨玛索,11491706,短袖t恤
OLOMO欧莱诺 男装 个性人像印花短袖T恤 1103110280 灰色,"OLOMO, 欧莱诺, 男装, 个性, 人像, 印花, 短袖T恤, 1103110280, 灰色",olomo,1,"男装, 短袖t恤",2,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,OLOMO欧莱诺,11031064,"男装, 短袖t恤"
PARGO/佩戈 新款2011夏装 人气纯棉圆领时尚 韩版男装短袖T恤 1103,"PARGO, /, 佩戈, 新款, 2011, 夏装, 人气, 纯棉, 圆领, 时尚, 韩版, 男装短袖T恤, 1103",pargo,1,男装短袖t恤,1,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,PARGO/佩戈,11169305,男装短袖t恤
RayenJarno 男士 商务休闲 短袖圆领印花T恤 90584 黑色,"RayenJarno, 男士, 商务休闲, 短袖, 圆领, 印花, T恤, 90584, 黑色",rayenjarno,1,t恤,1,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,RayenJarno,10150353,t恤
RayenJarno 男士 商务休闲 短袖圆领印花T恤 90588 黑色,"RayenJarno, 男士, 商务休闲, 短袖, 圆领, 印花, T恤, 90588, 黑色",rayenjarno,1,t恤,1,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,RayenJarno,10150477,t恤
SPORTICA斯波帝卡 男装好莱坞电影海报印花短袖T恤 灰色 10101342,"SPORTICA, 斯波帝卡, 男装, 好莱坞, 电影, 海报, 印花, 短袖T恤, 灰色, 10101342",sportica,1,"男装, 电影, 海报, 短袖t恤",4,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,SPORTICA斯波帝卡,11223997,"男装, 短袖t恤"
佐丹奴  男友鲜彩圆领短袖T恤 苍白蓝色,"佐丹奴, 男友, 鲜彩, 圆领, 短袖T恤, 苍白, 蓝色",佐丹奴,1,短袖t恤,1,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,佐丹奴,10059162,短袖t恤
唐狮 夏装男士撞色拼接印花短袖圆领T恤#107070619  浅绿,"唐狮, 夏装, 男士, 撞, 色拼接, 印花, 短袖, 圆领T恤, #107070619, 浅绿",唐狮,1,圆领t恤,1,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,唐狮,10071020,圆领t恤
李宁综训系列男短袖T恤ATSE163,"李宁, 综, 训, 系列, 男, 短袖T恤, ATSE163",李宁,1,短袖t恤,1,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,李宁,10955507,短袖t恤
马克华菲男装2011新品时尚圈圈短袖翻领T恤7102021771,"马克华菲, 男装, 2011, 新品, 时尚, 圈圈, 短袖, 翻领, T恤, 7102021771",,0,"男装, t恤",2,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,马克华菲,11516497,"男装, t恤"
SPORTICA斯波帝卡 男装短袖百搭时尚休闲polo衫 彩兰/丈青色 10101420,"SPORTICA, 斯波帝卡, 男装, 短袖, 百搭, 时尚, 休闲, polo, 衫, 彩, 兰, /, 丈, 青色, 10101420",sportica,1,男装,1,0-123-19567-19573-19576:服装鞋帽-男装.-男装Polo衫-男装短袖Polo衫,SPORTICA斯波帝卡,11189621,男装
SPORTICA斯波帝卡 男装都市之鹰系列撞色短袖POLO衫 10101149,"SPORTICA, 斯波帝卡, 男装, 都市, 之, 鹰, 系列, 撞色, 短袖, POLO衫, 10101149",sportica,1,"男装, polo衫",2,0-123-19567-19573-19576:服装鞋帽-男装.-男装Polo衫-男装短袖Polo衫,SPORTICA斯波帝卡,11135505,"男装, polo衫"
【POLO VILLAE】 旗舰正品商务休闲男士白色短袖T恤PFCAWAABH264 白色,"【, POLO, VILLAE, 】, 旗舰, 正品, 商务休闲, 男士, 白色, 短袖T恤, PFCAWAABH264, 白色",polo,1,短袖t恤,1,0-123-19567-19573-19576:服装鞋帽-男装.-男装Polo衫-男装短袖Polo衫,保罗威特,10033337,短袖t恤
佐丹奴 男装半高领线衣外套01050554 中花灰,"佐丹奴, 男装, 半, 高领, 线衣, 外套, 01050554, 中, 花, 灰",佐丹奴,1,"男装, 外套",2,0-123-19567-19577-19580:服装鞋帽-男装.-男装针织衫/毛衫-男装长袖套衫,佐丹奴,10270925,"男装, 外套"
POLO VILLAE 商务休闲精品男士黑色翻领羊毛衫PFFPLAPBW187                     ,"POLO, VILLAE, 商务休闲, 精品, 男士, 黑色, 翻领, 羊毛衫, PFFPLAPBW187",polo,1,,0,0-123-19567-19577-19581:服装鞋帽-男装.-男装针织衫/毛衫-男装羊绒衫,保罗威特,10613851,羊毛衫
POLO VILLAE 男士黑色修身百搭V领羊毛衫PFEPDAPBF112                          ,"POLO, VILLAE, 男士, 黑色, 修身, 百搭, V领, 羊毛衫, PFEPDAPBF112",polo,1,,0,0-123-19567-19577-19581:服装鞋帽-男装.-男装针织衫/毛衫-男装羊绒衫,保罗威特,10613964,羊毛衫
【POLO VILLAE】 专柜正品 商务休闲 男士时尚宝蓝色条纹圆领羊毛衫      ,"【, POLO, VILLAE, 】, 专柜, 正品, 商务休闲, 男士, 时尚, 宝蓝色, 条纹, 圆领, 羊毛衫",polo,1,,0,0-123-19567-19577-19581:服装鞋帽-男装.-男装针织衫/毛衫-男装羊绒衫,保罗威特,10424778,羊毛衫
【POLO VILLAE】 专柜正品 商务休闲 男士黑灰色圆领条纹羊毛衫          ,"【, POLO, VILLAE, 】, 专柜, 正品, 商务休闲, 男士, 黑, 灰色, 圆领, 条纹, 羊毛衫",polo,1,,0,0-123-19567-19577-19581:服装鞋帽-男装.-男装针织衫/毛衫-男装羊绒衫,保罗威特,10425180,羊毛衫
OLOMO欧莱诺 男装 尚品本色优雅马甲 11135001,"OLOMO, 欧莱诺, 男装, 尚品, 本色, 优雅, 马甲, 11135001",olomo,1,"男装, 马甲",2,0-123-19567-19577-19584:服装鞋帽-男装.-男装针织衫/毛衫-男装背心/马甲开衫,OLOMO欧莱诺,11193854,"男装, 马甲"
ATOPI 男式淡雅经典条纹全纯棉长袖衬衫 23003 本白黄条,"ATOPI, 男式, 淡雅, 经典, 条纹, 全, 纯棉, 长袖, 衬衫, 23003, 本, 白, 黄, 条",atopi,1,"衬衫, 本",2,0-123-19567-19585-19587:服装鞋帽-男装.-男装衬衫-男装长袖休闲衬衫,ATOPI欧榜,10447811,衬衫
