ProductName,SplitedWords,BrandWords,品牌数,CategoryWords,类别数,CategoryName,BrandName,ProductCode
芝麻海苔肉松+蜜汁肉松+香酥肉松  600g,"芝, 麻, 海苔, 肉松, +, 蜜, 汁, 肉松, +, 香, 酥, 肉松,  ,  , 600g",,0,"海苔, 肉松, 肉松, 肉松",4,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,火神の肉,10734404
鑫丽食品 八味果皇 软糖酥糖 经典荟萃 200克盒装 老上海特产好礼,"鑫丽食品,  , 八, 味, 果, 皇,  , 软, 糖, 酥, 糖,  , 经, 典, 荟, 萃,  , 200, 克, 盒, 装,  , 老, 上海特产, 好礼",鑫丽食品,1,"糖, 糖, 盒, 上海特产",4,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,鑫丽食品,11108660
鑫丽食品 天香果皇 香脆果仁大礼盒 650克盒装 老上海特产好礼,"鑫丽食品,  , 天香, 果, 皇,  , 香, 脆, 果, 仁, 大, 礼盒,  , 650, 克, 盒, 装,  , 老, 上海特产, 好礼",鑫丽食品,1,"礼盒, 盒, 上海特产",3,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,鑫丽食品,11108739
鑫丽食品 松仁粽子糖 香甜可口 回味无穷 500克实惠袋装 老上海特产好礼,"鑫丽食品,  , 松, 仁, 粽子糖,  , 香, 甜, 可, 口,  , 回, 味, 无, 穷,  , 500, 克, 实, 惠, 袋, 装,  , 老, 上海特产, 好礼",鑫丽食品,1,上海特产,1,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,鑫丽食品,11108648
鑫丽食品 百果结缘 酥糖百汇 实惠满满 200克盒装 老上海特产好礼,"鑫丽食品,  , 百, 果, 结, 缘,  , 酥, 糖, 百, 汇,  , 实, 惠, 满, 满,  , 200, 克, 盒, 装,  , 老, 上海特产, 好礼",鑫丽食品,1,"糖, 盒, 上海特产",3,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,鑫丽食品,11108671
鑫丽食品 精选松子芝麻薄片 香脆可口 220克金装礼盒 老上海特产好礼,"鑫丽食品,  , 精, 选, 松, 子, 芝, 麻, 薄, 片,  , 香, 脆, 可, 口,  , 220, 克, 金装, 礼盒,  , 老, 上海特产, 好礼",鑫丽食品,1,"礼盒, 上海特产",2,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,鑫丽食品,11108693
鑫丽食品 精选松子芝麻薄皮 香甜Q软 350克金装礼盒 老上海特产好礼,"鑫丽食品,  , 精, 选, 松, 子, 芝, 麻, 薄, 皮,  , 香, 甜, q, 软,  , 350, 克, 金装, 礼盒,  , 老, 上海特产, 好礼",鑫丽食品,1,"礼盒, 上海特产",2,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,鑫丽食品,11108682
鑫丽食品 精选果皇大红礼盒 软糕百汇 400克盒装 老上海特产好礼,"鑫丽食品,  , 精, 选, 果, 皇, 大, 红, 礼盒,  , 软, 糕, 百, 汇,  , 400, 克, 盒, 装,  , 老, 上海特产, 好礼",鑫丽食品,1,"礼盒, 盒, 上海特产",3,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,鑫丽食品,11108717
鑫丽食品 精选果皇紫色礼盒 酥糖百汇 松软香甜 400克盒装 老上海特产好礼,"鑫丽食品,  , 精, 选, 果, 皇, 紫, 色, 礼盒,  , 酥, 糖, 百, 汇,  , 松, 软香, 甜,  , 400, 克, 盒, 装,  , 老, 上海特产, 好礼",鑫丽食品,1,"礼盒, 糖, 盒, 上海特产",4,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,鑫丽食品,11108706
鑫丽食品 精选龙须酥 香甜酥松 名优特产 200克盒装 老上海特产好礼,"鑫丽食品,  , 精, 选, 龙须, 酥,  , 香, 甜酥, 松,  , 名, 优, 特产,  , 200, 克, 盒, 装,  , 老, 上海特产, 好礼",鑫丽食品,1,"特产, 盒, 上海特产",3,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,鑫丽食品,11108659
鑫丽食品 花鸟物语 南仁芝麻 双色果仁 300克金色套装 老上海特产好礼,"鑫丽食品,  , 花, 鸟, 物, 语,  , 南, 仁, 芝, 麻,  , 双, 色, 果, 仁,  , 300, 克, 金, 色, 套装,  , 老, 上海特产, 好礼",鑫丽食品,1,"套装, 上海特产",2,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,鑫丽食品,11108728
鑫丽食品 荣华富贵 果仁脆糖软糕百集 超大礼盒装 1190克盒装 老上海特产好礼,"鑫丽食品,  , 荣华, 富贵,  , 果, 仁, 脆, 糖, 软, 糕, 百, 集,  , 超, 大, 礼盒, 装,  , 1190, 克, 盒, 装,  , 老, 上海特产, 好礼",鑫丽食品,1,"糖, 礼盒, 盒, 上海特产",4,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,鑫丽食品,11108740
AKBAR雅克巴斯里兰卡进口 高山红茶两包装,"akbar, 雅克巴, 斯, 里, 兰, 卡, 进, 口,  , 高山, 红茶, 两, 包, 装",akbar,1,红茶,1,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,雅克巴,11394391
100%美国进口 集珍斋美国加州提子干两包装,"100, %, 美国, 进, 口,  , 集珍斋, 美国, 加, 州, 提, 子, 干, 两, 包, 装",集珍斋,1,,0,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,集珍斋,10825828
【包邮】美国西梅干+樱桃干+加州提子干套餐,"【, 包邮, 】, 美国, 西梅, 干, +, 樱, 桃, 干, +, 加, 州, 提, 子, 干, 套, 餐",,0,,0,0-5135-17242-17243:食品、饮料、酒水-地方特产-上海特产,集珍斋,10927363
马来西亚进口 EGO综合水果冻600克（100克*6碗装）,"马来西亚, 进, 口,  , ego, 综合, 水, 果冻, 600, 克, （, 100, 克, *, 6, 碗, 装, ）",马来西亚,1,"综合, 水, 果冻",3,0-5135-17242-17244:食品、饮料、酒水-地方特产-台湾特产,EGO,11362484
