商品名,分词结果,品牌词,品牌数,类别词,类别数,原始类别,原始品牌,商品CODE,标注类别词
【郓彤食品】 富丹手撕鱿鱼片500克/包,"【, 郓, 彤, 食品, 】, 富丹, 手, 撕, 鱿, 鱼片, 500, 克, /, 包",富丹,1,食品,1,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,富丹,10713618,鱼片
【新农哥】超值圣诞礼包 12种零食 原价109.9元,"【, 新农哥, 】, 超值, 圣诞, 礼包, 12, 种, 零食, 原价, 109.9, 元",新农哥,1,零食,1,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,新农哥,10712671,零食
包邮【新农哥】新上市零食 特价小吃小白杏 带壳杏仁200g(硬),"包, 邮, 【, 新农哥, 】, 新, 上市, 零食, 特价, 小吃, 小白, 杏, 带, 壳, 杏仁, 200g, (, 硬, )",新农哥,1,"零食, 杏仁",2,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,新农哥,10712239,杏仁
包邮【新农哥】新货云南纸皮核桃 (生)薄皮大核桃 220g,"包, 邮, 【, 新农哥, 】, 新货, 云南, 纸, 皮, 核桃, (, 生, ), 薄, 皮, 大, 核桃, 220g",新农哥,1,"核桃, 核桃",2,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,新农哥,10712284,"核桃, 核桃"
包邮【新农哥】新货特价零食 特产小吃湖南野生大核桃仁100克*4包,"包, 邮, 【, 新农哥, 】, 新货, 特价, 零食, 特产, 小吃, 湖南, 野生, 大, 核桃仁, 100, 克, *, 4, 包",新农哥,1,"零食, 特产, 湖南",3,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,新农哥,11169598,核桃仁
包邮【新农哥】新货特价零食精装奶香巴旦木 薄壳杏仁200g特产小吃,"包, 邮, 【, 新农哥, 】, 新货, 特价, 零食, 精装, 奶, 香, 巴, 旦, 木, 薄, 壳, 杏仁, 200g, 特产, 小吃",新农哥,1,"零食, 杏仁, 特产",3,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,新农哥,10712762,杏仁
包邮【新农哥】新货零食精装 临安手剥山核桃 小核桃 奶油味,"包, 邮, 【, 新农哥, 】, 新货, 零食, 精装, 临安, 手, 剥, 山核桃, 小, 核桃, 奶油, 味",新农哥,1,"零食, 临安, 山核桃, 核桃",4,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,新农哥,10712773,"山核桃, 核桃"
包邮【新农哥】特级茶叶 花草茶黄芪花茶 45克/包 益气,"包, 邮, 【, 新农哥, 】, 特级, 茶叶, 花草茶, 黄芪, 花茶, 45, 克, /, 包, 益气",新农哥,1,"茶叶, 花草茶, 花茶",3,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,新农哥,10707105,"茶叶, 花草茶, 花茶"
包邮【新农哥】茶叶 超级花草茶 玫瑰 茉莉 桃花柠檬片等套餐,"包, 邮, 【, 新农哥, 】, 茶叶, 超级, 花草茶, 玫瑰, 茉莉, 桃花, 柠檬, 片, 等, 套餐",新农哥,1,"茶叶, 花草茶",2,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,新农哥,11169576,"茶叶, 花草茶"
【郓彤食品】传统糕点 普陀山观音糕 海苔味 88克,"【, 郓, 彤, 食品, 】, 传统糕点, 普陀山, 观音, 糕, 海苔, 味, 88, 克",普陀山,1,"食品, 传统糕点, 海苔",3,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,普陀山,11120084,糕
【艺福堂】2011年新茶 绿茶正宗西湖龙井 特级清香 3g/包 品尝装,"【, 艺福堂, 】, 2011, 年, 新, 茶, 绿茶, 正宗, 西湖龙井, 特级, 清香, 3g, /, 包, 品尝, 装",艺福堂,1,"茶, 绿茶, 西湖龙井",3,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,艺福堂,11068294,"茶, 绿茶"
"【艺福堂】纯天然100%纯熟山药粉250克,补气/养阴/润肤","【, 艺福堂, 】, 纯, 天然, 100, %, 纯熟, 山, 药粉, 250, 克, ,, 补气, /, 养, 阴, /, 润肤",艺福堂,1,,0,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,艺福堂,10724319,
【逸鼎亨】优质 酸甜可口 猕猴桃干 200g*4包,"【, 逸鼎亨, 】, 优质, 酸甜, 可口, 猕猴桃, 干, 200g, *, 4, 包",逸鼎亨,1,,0,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,逸鼎亨,11011328,猕猴桃
【逸鼎亨】湖南优质野生大核桃仁 低糖大核桃仁100g*4包,"【, 逸鼎亨, 】, 湖南, 优质, 野生, 大, 核桃仁, 低糖, 大, 核桃仁, 100g, *, 4, 包",逸鼎亨,1,湖南,1,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,逸鼎亨,11008483,
【郓彤食品】 顺元鱿鱼须 500克/包,"【, 郓, 彤, 食品, 】, 顺元, 鱿鱼, 须, 500, 克, /, 包",顺元,1,食品,1,0-5135-17242-17248:食品、饮料、酒水-地方特产-浙江特产,顺元,10713845,
【艺福堂】2011年新茶-太平猴魁一级（猴王）75克/罐装,"【, 艺福堂, 】, 2011, 年, 新, 茶, -, 太平, 猴, 魁, 一级, （, 猴王, ）, 75, 克, /, 罐装",艺福堂,1,茶,1,0-5135-17242-17249:食品、饮料、酒水-地方特产-安徽特产,艺福堂,10725914,茶
【艺福堂】红茶 2010年新茶叶 正宗纯手工 特级祁门红茶 品尝装,"【, 艺福堂, 】, 红茶, 2010, 年, 新, 茶叶, 正宗, 纯, 手工, 特级, 祁门红茶, 品尝, 装",艺福堂,1,"红茶, 茶叶, 祁门红茶",3,0-5135-17242-17249:食品、饮料、酒水-地方特产-安徽特产,艺福堂,11084427,"红茶, 茶叶, 祁门红茶"
【艺福堂】绿茶 2011年明前新茶 高山茶 一级 黄山毛峰 50克/罐,"【, 艺福堂, 】, 绿茶, 2011, 年, 明, 前, 新, 茶, 高, 山茶, 一级, 黄山, 毛峰, 50, 克, /, 罐",艺福堂,1,"绿茶, 茶, 罐",3,0-5135-17242-17249:食品、饮料、酒水-地方特产-安徽特产,艺福堂,11111856,"绿茶, 茶"
【艺福堂】2010年 茉莉花茶 特级工艺茶 出水芙蓉 50g*2,"【, 艺福堂, 】, 2010, 年, 茉莉花茶, 特级, 工艺, 茶, 出水芙蓉, 50g, *, 2",艺福堂,1,"茉莉花茶, 工艺, 茶",3,0-5135-17242-17263:食品、饮料、酒水-地方特产-福建特产,艺福堂,11084052,"茉莉花茶, 茶"
【艺福堂】2010明前新茶叶特级茉莉双环-200克/罐口感好,"【, 艺福堂, 】, 2010, 明, 前, 新, 茶叶, 特级, 茉莉, 双环, -200, 克, /, 罐, 口感, 好",艺福堂,1,"茶叶, 罐",2,0-5135-17242-17263:食品、饮料、酒水-地方特产-福建特产,艺福堂,10988473,茶叶
【艺福堂】精品茶点/低糖绿茶核桃酥-健脑壮骨/口感极佳,"【, 艺福堂, 】, 精品, 茶点, /, 低糖, 绿茶, 核, 桃酥, -, 健脑, 壮, 骨, /, 口感, 极佳",艺福堂,1,绿茶,1,0-5135-17242-17263:食品、饮料、酒水-地方特产-福建特产,艺福堂,10725243,绿茶
包邮 口水族川味海产香辣金鱼柳45克*4包,"包, 邮, 口水族, 川, 味, 海产, 香, 辣, 金鱼, 柳, 45, 克, *, 4, 包",口水族,1,,0,0-5135-17242-17264:食品、饮料、酒水-地方特产-四川特产,口水族,11178237,
李大姐坨坨牦牛肉150克*2,"李大姐, 坨, 坨, 牦, 牛肉, 150, 克, *, 2",李大姐,1,牛肉,1,0-5135-17242-17264:食品、饮料、酒水-地方特产-四川特产,李大姐,10936444,牛肉
包邮 茗蜀天香阿胶贡枣 蜜枣 独立包装600克,"包, 邮, 茗蜀天香, 阿胶, 贡, 枣, 蜜枣, 独立, 包装, 600, 克",茗蜀天香,1,,0,0-5135-17242-17264:食品、饮料、酒水-地方特产-四川特产,茗蜀天香,11362495,蜜枣
凉山特产西部村寨黑苦荞香茶500g,"凉山, 特产, 西部村寨, 黑, 苦, 荞, 香茶, 500g",西部村寨,1,特产,1,0-5135-17242-17264:食品、饮料、酒水-地方特产-四川特产,西部村寨,10723850,
包邮 零嘴妹妹川辣花生彩袋包装106克*6 秘制花生好吃得放不了,"包, 邮, 零嘴, 妹妹, 川, 辣, 花生, 彩, 袋, 包装, 106, 克, *, 6, 秘, 制, 花, 生好, 吃得, 放, 不了",,0,花生,1,0-5135-17242-17264:食品、饮料、酒水-地方特产-四川特产,零嘴妹妹,11177665,花生
香香嘴豆干五香味100g*10袋,"香香嘴, 豆, 干, 五, 香味, 100g, *, 10袋",香香嘴,1,,0,0-5135-17242-17264:食品、饮料、酒水-地方特产-四川特产,香香嘴,10723485,
吉顺号普洱茶 2009年 小吉祥熟茶（100克）,"吉顺号, 普洱茶, 2009, 年, 小, 吉祥, 熟, 茶, （, 100, 克, ）",吉顺号,1,"普洱茶, 茶",2,0-5135-17242-17266:食品、饮料、酒水-地方特产-云南特产,吉顺号,10719649,"普洱茶, 茶"
大江 128元套餐3790克/包,"大江, 128, 元, 套餐, 3790, 克, /, 包",大江,1,,0,0-5135-20947-20948:食品、饮料、酒水-生鲜食品-禽类,大江,10810603,
大江 298元套餐6080克/包,"大江, 298, 元, 套餐, 6080, 克, /, 包",大江,1,,0,0-5135-20947-20948:食品、饮料、酒水-生鲜食品-禽类,大江,10810829,
潮香村 美式烤肉匹萨0.9kg/套,"潮, 香, 村, 美式, 烤肉, 匹萨, 0.9kg, /, 套",,0,,0,0-5135-20947-20949:食品、饮料、酒水-生鲜食品-冷冻点心,潮香村,11436412,匹萨
潮香村 蛋挞匹萨套餐1.35kg/套,"潮, 香, 村, 蛋, 挞, 匹萨, 套餐, 1.35kg, /, 套",,0,,0,0-5135-20947-20949:食品、饮料、酒水-生鲜食品-冷冻点心,潮香村,11436478,匹萨
蒙牛 冠菌草莓180g*4+现代牧场950ml,"蒙牛, 冠, 菌, 草莓, 180g, *, 4, +, 现代, 牧场, 950ml",蒙牛,1,,0,0-5135-20947-20959:食品、饮料、酒水-生鲜食品-新鲜预订奶,蒙牛,10660830,
蒙牛 冠菌草莓八连杯100g*8+现代牧场950ml,"蒙牛, 冠, 菌, 草莓, 八, 连, 杯, 100g, *, 8, +, 现代, 牧场, 950ml",蒙牛,1,杯,1,0-5135-20947-20959:食品、饮料、酒水-生鲜食品-新鲜预订奶,蒙牛,10660818,
金果林 智利无籽黑提2kg/盒,"金果, 林, 智利, 无, 籽, 黑, 提, 2kg, /, 盒",金果,1,盒,1,0-5135-20947-21023:食品、饮料、酒水-生鲜食品-水果,金果林,11513158,
金果林 红蛇木瓜双拼,"金果, 林, 红, 蛇, 木瓜, 双拼",金果,1,,0,0-5135-20947-21023:食品、饮料、酒水-生鲜食品-水果,金果林,11513341,
金果林 西柚芒果双拼,"金果, 林, 西, 柚, 芒果, 双拼",金果,1,,0,0-5135-20947-21023:食品、饮料、酒水-生鲜食品-水果,金果林,11513727,
金果林 黑提橙子双拼,"金果, 林, 黑, 提, 橙子, 双拼",金果,1,,0,0-5135-20947-21023:食品、饮料、酒水-生鲜食品-水果,金果林,11513534,
世博纪念可乐瓶一组4个(促销),"世博, 纪念, 可乐, 瓶, 一组, 4, 个, (, 促销, )",世博,1,,0,0-5135-5138-5224:食品、饮料、酒水-饮料-碳酸饮料,可口可乐,10543461,
可口可乐500ml/瓶,"可口可乐, 500ml, /, 瓶",可口可乐,1,,0,0-5135-5138-5224:食品、饮料、酒水-饮料-碳酸饮料,可口可乐,11224445,
美年达(葡萄味)500ml/瓶,"美年达, (, 葡萄, 味, ), 500ml, /, 瓶",美年达,1,,0,0-5135-5138-5224:食品、饮料、酒水-饮料-碳酸饮料,美年达,11226247,
芬达 橙味1.25l/瓶,"芬达, 橙, 味, 1.25l, /, 瓶",芬达,1,,0,0-5135-5138-5224:食品、饮料、酒水-饮料-碳酸饮料,芬达,9007403,
芬达 橙味汽水330ml*6罐,"芬达, 橙, 味, 汽水, 330ml, *, 6, 罐",芬达,1,罐,1,0-5135-5138-5224:食品、饮料、酒水-饮料-碳酸饮料,芬达,10417864,
乐天 10%果汁橙味2.5L/瓶,"乐天, 10, %, 果汁, 橙, 味, 2.5L, /, 瓶",乐天,1,果汁,1,0-5135-5138-5225:食品、饮料、酒水-饮料-果汁,乐天,10691244,果汁
乐天 果味碳酸橙汁500ml*6瓶,"乐天, 果味, 碳酸, 橙汁, 500ml, *, 6, 瓶",乐天,1,,0,0-5135-5138-5225:食品、饮料、酒水-饮料-果汁,乐天,10417853,橙汁
卡依之 蓝莓汁（100%） 1L/瓶,"卡依之, 蓝莓, 汁, （, 100, %, ）, 1L, /, 瓶",卡依之,1,蓝莓,1,0-5135-5138-5225:食品、饮料、酒水-饮料-果汁,卡依之,9992761,"蓝莓, 汁"
大湖 鲜橙汁255ml*6瓶,"大湖, 鲜, 橙汁, 255ml, *, 6, 瓶",大湖,1,,0,0-5135-5138-5225:食品、饮料、酒水-饮料-果汁,大湖,10417477,橙汁
大湖 鲜橙汁255ml/瓶,"大湖, 鲜, 橙汁, 255ml, /, 瓶",大湖,1,,0,0-5135-5138-5225:食品、饮料、酒水-饮料-果汁,大湖,329602,橙汁
果缤纷(柠爽萄醉)450ml*6瓶,"果缤纷, (, 柠, 爽, 萄, 醉, ), 450ml, *, 6, 瓶",果缤纷,1,,0,0-5135-5138-5225:食品、饮料、酒水-饮料-果汁,果缤纷,10170942,
淳果篮100%紫葡萄汁250ml*6,"淳果篮, 100, %, 紫, 葡萄汁, 250ml, *, 6",淳果篮,1,,0,0-5135-5138-5225:食品、饮料、酒水-饮料-果汁,淳果篮,10417499,葡萄汁
统一 蜜桃多450ml/瓶,"统一, 蜜桃, 多, 450ml, /, 瓶",统一,1,,0,0-5135-5138-5225:食品、饮料、酒水-饮料-果汁,统一,38357,
赵州 雪梨汁饮品310ml,"赵州, 雪梨, 汁, 饮品, 310ml",赵州,1,饮品,1,0-5135-5138-5225:食品、饮料、酒水-饮料-果汁,赵州,10095462,"雪梨, 汁"
乐百氏脉动维生素饮料(桔子)600ml*6瓶,"乐百氏, 脉动, 维生素, 饮料, (, 桔子, ), 600ml, *, 6, 瓶",乐百氏,1,"维生素, 饮料",2,0-5135-5138-5226:食品、饮料、酒水-饮料-运动/健康饮料,乐百氏,328916,饮料
力保健 普通装100ml/瓶,"力保健, 普通, 装, 100ml, /, 瓶",力保健,1,普通,1,0-5135-5138-5226:食品、饮料、酒水-饮料-运动/健康饮料,力保健,30831,
【玉米坊】玉米浆（金标双岐因子）270ml,"【, 玉米, 坊, 】, 玉, 米浆, （, 金, 标, 双, 岐, 因子, ）, 270ml",,0,玉米,1,0-5135-5138-5226:食品、饮料、酒水-饮料-运动/健康饮料,玉米坊,11585016,
【玉米坊】玉米浆（金标胶原蛋白）270ml,"【, 玉米, 坊, 】, 玉, 米浆, （, 金, 标, 胶原蛋白, ）, 270ml",,0,玉米,1,0-5135-5138-5226:食品、饮料、酒水-饮料-运动/健康饮料,玉米坊,11585027,
酷乐仕 维他命获得(小宇宙)500ml*6瓶,"酷乐仕, 维他命, 获得, (, 小, 宇宙, ), 500ml, *, 6, 瓶",酷乐仕,1,,0,0-5135-5138-5226:食品、饮料、酒水-饮料-运动/健康饮料,酷乐仕,10417773,
三得利乌龙茶低糖500ml *6瓶,"三得利, 乌龙茶, 低糖, 500ml, *, 6, 瓶",三得利,1,乌龙茶,1,0-5135-5138-5227:食品、饮料、酒水-饮料-茶饮料,三得利,308929,乌龙茶
张博士 低卡茉莉花茶500ml/瓶,"张博士, 低, 卡, 茉莉花茶, 500ml, /, 瓶",张博士,1,茉莉花茶,1,0-5135-5138-5227:食品、饮料、酒水-饮料-茶饮料,张博士,11121167,茉莉花茶
白云山 柠檬味凉茶450ml*6/瓶,"白云山, 柠檬, 味, 凉茶, 450ml, *, 6, /, 瓶",白云山,1,凉茶,1,0-5135-5138-5227:食品、饮料、酒水-饮料-茶饮料,白云山,10480054,凉茶
统一 冰红茶250ml/盒,"统一, 冰, 红茶, 250ml, /, 盒",统一,1,"红茶, 盒",2,0-5135-5138-5227:食品、饮料、酒水-饮料-茶饮料,统一,195120,红茶
达利园 和其正凉茶310ml*6罐,"达利园, 和, 其, 正, 凉茶, 310ml, *, 6, 罐",达利园,1,"凉茶, 罐",2,0-5135-5138-5227:食品、饮料、酒水-饮料-茶饮料,达利园,10429499,凉茶
雀巢 冰爽茶柠檬味茶480ml/瓶,"雀巢, 冰, 爽, 茶, 柠檬, 味, 茶, 480ml, /, 瓶",雀巢,1,"茶, 茶",2,0-5135-5138-5227:食品、饮料、酒水-饮料-茶饮料,雀巢,47938,"茶, 茶"
雀巢 冰爽茶柠檬味茶480ml/瓶*6,"雀巢, 冰, 爽, 茶, 柠檬, 味, 茶, 480ml, /, 瓶, *, 6",雀巢,1,"茶, 茶",2,0-5135-5138-5227:食品、饮料、酒水-饮料-茶饮料,雀巢,9783964,"茶, 茶"
雀巢果悠茶柠檬味480ml/瓶*6,"雀巢, 果悠茶, 柠檬, 味, 480ml, /, 瓶, *, 6",雀巢,1,,0,0-5135-5138-5227:食品、饮料、酒水-饮料-茶饮料,雀巢,10266883,果悠茶
怡宝 饮用纯净水350ml/瓶,"怡宝, 饮用, 纯净水, 350ml, /, 瓶",怡宝,1,纯净水,1,0-5135-5138-5228:食品、饮料、酒水-饮料-水,怡宝,9567617,纯净水
娃哈哈 营养快线(原味)280ml/瓶,"娃哈哈, 营养, 快, 线, (, 原味, ), 280ml, /, 瓶",娃哈哈,1,"营养, 线",2,0-5135-5138-5229:食品、饮料、酒水-饮料-乳品,娃哈哈,10030112,
娃哈哈 营养快线香草淇淋味 500ml/瓶,"娃哈哈, 营养, 快, 线, 香草, 淇, 淋, 味, 500ml, /, 瓶",娃哈哈,1,"营养, 线",2,0-5135-5138-5229:食品、饮料、酒水-饮料-乳品,娃哈哈,9007061,
维达手帕纸*3包(统一赠品),"维达, 手帕纸, *, 3, 包, (, 统一, 赠品, )",维达,1,手帕纸,1,0-5135-5138-5229:食品、饮料、酒水-饮料-乳品,统一,11007060,手帕纸
美汁源 果粒奶优菠萝450ml/瓶,"美汁源, 果, 粒, 奶, 优, 菠萝, 450ml, /, 瓶",美汁源,1,,0,0-5135-5138-5229:食品、饮料、酒水-饮料-乳品,美汁源,483965,
谷粒谷力 绿豆浓浆250ml/包,"谷粒谷力, 绿豆, 浓浆, 250ml, /, 包",谷粒谷力,1,,0,0-5135-5138-5229:食品、饮料、酒水-饮料-乳品,谷粒谷力,11047997,
谷粒谷力 谷物浓浆（绿豆+玉米+燕麦）250ml*6/包,"谷粒谷力, 谷物, 浓浆, （, 绿豆, +, 玉米, +, 燕麦, ）, 250ml, *, 6, /, 包",谷粒谷力,1,,0,0-5135-5138-5229:食品、饮料、酒水-饮料-乳品,谷粒谷力,11233753,
谷粒谷力 黑芝麻浓浆250ml*18/箱,"谷粒谷力, 黑芝麻, 浓浆, 250ml, *, 18, /, 箱",谷粒谷力,1,箱,1,0-5135-5138-5229:食品、饮料、酒水-饮料-乳品,谷粒谷力,10758175,浓浆
三得利利趣拿铁咖啡500ml/瓶,"三得利, 利, 趣, 拿, 铁, 咖啡, 500ml, /, 瓶",三得利,1,咖啡,1,0-5135-5139-5230:食品、饮料、酒水-咖啡-咖啡饮料,三得利,117191,咖啡
极睿 加味系列之榛果风味250g/盒,"极睿, 加味, 系列, 之, 榛, 果, 风味, 250g, /, 盒",极睿,1,盒,1,0-5135-5139-5231:食品、饮料、酒水-咖啡-咖啡冲饮,极睿,485950,
极睿 黑咖啡（原味）8g/盒,"极睿, 黑咖啡, （, 原味, ）, 8g, /, 盒",极睿,1,盒,1,0-5135-5139-5231:食品、饮料、酒水-咖啡-咖啡冲饮,极睿,485972,黑咖啡
麦斯威尔 三合一特浓13g*60-条装/盒,"麦斯威尔, 三合一, 特, 浓, 13g, *, 60, -, 条, 装, /, 盒",麦斯威尔,1,盒,1,0-5135-5139-5231:食品、饮料、酒水-咖啡-咖啡冲饮,麦斯威尔,9998236,
麦斯威尔 咖啡-醇咖啡100g/瓶,"麦斯威尔, 咖啡, -, 醇, 咖啡, 100g, /, 瓶",麦斯威尔,1,"咖啡, 咖啡",2,0-5135-5139-5231:食品、饮料、酒水-咖啡-咖啡冲饮,麦斯威尔,10274438,"咖啡, 咖啡"
麦斯威尔3合1原味特浓50条促销装(送玲珑杯),"麦斯威尔, 3, 合, 1, 原味, 特, 浓, 50, 条, 促销装, (, 送, 玲珑, 杯, )",麦斯威尔,1,,0,0-5135-5139-5231:食品、饮料、酒水-咖啡-咖啡冲饮,麦斯威尔,10878349,
麦斯威尔3合1咖啡奶茶13g*10,"麦斯威尔, 3, 合, 1, 咖啡, 奶茶, 13g, *, 10",麦斯威尔,1,"咖啡, 奶茶",2,0-5135-5139-5231:食品、饮料、酒水-咖啡-咖啡冲饮,麦斯威尔,116723,"咖啡, 奶茶"
麦斯威尔3合1巧克力咖啡13g*10,"麦斯威尔, 3, 合, 1, 巧克力, 咖啡, 13g, *, 10",麦斯威尔,1,"巧克力, 咖啡",2,0-5135-5139-5231:食品、饮料、酒水-咖啡-咖啡冲饮,麦斯威尔,116712,咖啡
吉意欧 哥伦比亚咖啡豆500g/袋,"吉意欧, 哥伦比亚, 咖啡豆, 500g, /, 袋",吉意欧,1,咖啡豆,1,0-5135-5139-5232:食品、饮料、酒水-咖啡-咖啡豆/粉,吉意欧,10693831,咖啡豆
真豆 哥伦比亚风味咖啡(粉)454G/袋,"真豆, 哥伦比亚, 风味, 咖啡, (, 粉, ), 454G, /, 袋",真豆,1,咖啡,1,0-5135-5139-5232:食品、饮料、酒水-咖啡-咖啡豆/粉,真豆,10806903,咖啡
真豆 银钻冰咖啡(粉)454G/袋,"真豆, 银, 钻, 冰, 咖啡, (, 粉, ), 454G, /, 袋",真豆,1,咖啡,1,0-5135-5139-5232:食品、饮料、酒水-咖啡-咖啡豆/粉,真豆,10806969,咖啡
吉意欧 咖啡用白砂糖条5g*100/袋,"吉意欧, 咖啡, 用, 白, 砂糖, 条, 5g, *, 100, /, 袋",吉意欧,1,咖啡,1,0-5135-5139-5233:食品、饮料、酒水-咖啡-咖啡配套,吉意欧,10693853,咖啡
酷红壶(雀巢咖啡赠品),"酷, 红, 壶, (, 雀巢, 咖啡, 赠品, )",,0,,0,0-5135-5139-5233:食品、饮料、酒水-咖啡-咖啡配套,雀巢,9614408,
朝日 啤酒(超爽)330ml/罐,"朝日, 啤酒, (, 超爽, ), 330ml, /, 罐",朝日,1,"啤酒, 罐",2,0-5135-5140-5237:食品、饮料、酒水-酒-啤酒,朝日,9609987,啤酒
乐杜 珍藏梅洛干红750ml,"乐杜, 珍藏, 梅洛, 干, 红, 750ml",乐杜,1,,0,0-5135-5140-5238-5384:食品、饮料、酒水-酒-葡萄酒-法国,乐杜,10351185,
吉佳乐世家罗纳山麓法定产区红葡萄酒,"吉佳乐世家, 罗, 纳, 山麓, 法定, 产区, 红葡萄酒",吉佳乐世家,1,,0,0-5135-5140-5238-5384:食品、饮料、酒水-酒-葡萄酒-法国,吉佳乐世家,10927114,红葡萄酒
木桐嘉 罗思柴尔德美乐红葡萄酒750ml/瓶,"木, 桐, 嘉, 罗, 思, 柴, 尔, 德, 美乐, 红葡萄酒, 750ml, /, 瓶",美乐,1,,0,0-5135-5140-5238-5384:食品、饮料、酒水-酒-葡萄酒-法国,咏萄 Everwines,10175549,红葡萄酒
