ProductName,SplitedWords,BrandWords,品牌数,CategoryWords,类别数,CategoryName,BrandName,ProductCode
高档小钢琴（多美滋赠品）,"高, 档, 小, 钢琴, （, 多美滋, 赠, 品, ）",,0,钢琴,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,多美滋,428057
好奇 环抱式超薄柔软升级版纸尿裤小包L25片（赠品）,"好奇,  , 环, 抱, 式, 超, 薄, 柔, 软, 升, 级, 版, 纸尿裤, 小, 包, l25, 片, （, 赠, 品, ）",好奇,1,纸尿裤,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,好奇,11725001
好奇婴儿柔润湿巾清爽洁净70抽补充装（赠品）,"好奇, 婴儿, 柔, 润, 湿巾, 清, 爽洁, 净, 70, 抽, 补充装, （, 赠, 品, ）",好奇,1,"婴儿, 湿巾",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,好奇,10689540
宝宝金水家庭套装（赠品）,"宝宝金水, 家庭, 套装, （, 赠, 品, ）",宝宝金水,1,"家庭, 套装",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,宝宝金水,11725012
加菲猫扭扭车（惠氏赠品）,"加菲猫, 扭扭车, （, 惠氏, 赠, 品, ）",加菲猫,1,扭扭车,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,惠氏,334123
喜洋洋油画棒（惠氏赠品）,"喜, 洋, 洋, 油画棒, （, 惠氏, 赠, 品, ）",,0,油画棒,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,惠氏,9514801
微波炉烹调塑料盒（惠氏赠品）,"微波炉, 烹, 调, 塑, 料, 盒, （, 惠氏, 赠, 品, ）",,0,"微波炉, 盒",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,惠氏,403963
惠氏 金装膳儿加40g(赠品),"惠氏,  , 金装, 膳, 儿, 加, 40g, (, 赠, 品, )",惠氏,1,,0,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,惠氏,10126188
纱布围兜套装,"纱, 布, 围, 兜, 套装",,0,套装,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,惠氏,10805911
背包（惠氏赠品）,"背包, （, 惠氏, 赠, 品, ）",,0,背包,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,惠氏,137086
金宝贝学能中心园地（惠氏赠品）,"金宝贝, 学, 能, 中, 心, 园, 地, （, 惠氏, 赠, 品, ）",金宝贝,1,,0,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,惠氏,334134
托马斯 字母贴（惠婴乐赠品）,"托马斯,  , 字, 母, 贴, （, 惠, 婴, 乐, 赠, 品, ）",托马斯,1,贴,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,托马斯,10916548
啾啾三层奶粉盒(赠品),"啾啾, 三, 层, 奶, 粉盒, (, 赠, 品, )",啾啾,1,粉盒,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,明治,9612606
小龙哈彼餐桌椅(赠品),"小龙哈彼, 餐, 桌椅, (, 赠, 品, )",小龙哈彼,1,桌椅,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,明治,9612628
明治婴幼儿服饰八件套(赠品),"明治, 婴, 幼儿, 服饰, 八, 件, 套, (, 赠, 品, )",明治,1,"幼儿, 服饰",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,明治,9596207
皇室积木家族箱(赠品),"皇室, 积木, 家, 族, 箱, (, 赠, 品, )",皇室,1,"积木, 箱",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,明治,9612617
喜多单包装湿巾(澳优赠品),"喜多, 单包装, 湿巾, (, 澳优, 赠, 品, )",喜多,1,湿巾,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,澳优,9784116
澳优 能力多有机婴儿配方奶粉1（0-6月) 800g/听(赠品),"澳优,  , 能力多, 有, 机, 婴儿, 配, 方, 奶粉, 1, （, 0, -, 6, 月, ),  , 800g, /, 听, (, 赠, 品, )",澳优,1,"婴儿, 奶粉",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,澳优,9784014
澳贝 摇铃五件套(赠品),"澳贝,  , 摇铃, 五, 件, 套, (, 赠, 品, )",澳贝,1,摇铃,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,澳贝,10488785
玩具总动员 8寸巴斯光年(赠品),"玩具总动员,  , 8, 寸, 巴, 斯, 光, 年, (, 赠, 品, )",玩具总动员,1,,0,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,玩具总动员3,10071622
维曦 卡通座钟（赠品）,"维曦,  , 卡通, 座钟, （, 赠, 品, ）",维曦,1,"卡通, 座钟",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,维曦,10040854
美素 亲子大礼包 （颜色随机）赠品,"美素,  , 亲, 子, 大, 礼, 包,  , （, 颜色, 随, 机, ）, 赠, 品",美素,1,,0,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,美素,10116015
美素 画册(赠品),"美素,  , 画册, (, 赠, 品, )",美素,1,画册,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,美素,10276730
贝亲 餐具套装（赠品）,"贝亲,  , 餐具, 套装, （, 赠, 品, ）",贝亲,1,"餐具, 套装",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,贝亲,11724995
邦宝 消防积木套装（雅培赠品）,"邦宝,  , 消, 防, 积木, 套装, （, 雅培, 赠, 品, ）",邦宝,1,"积木, 套装",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,邦宝,10811333
华纳儿童滑板车（雅培赠品）,"华纳, 儿, 童, 滑板车, （, 雅培, 赠, 品, ）",华纳,1,滑板车,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,雅培,329679
喜羊羊儿童手表套装（雅培赠品）,"喜羊羊, 儿, 童, 手表, 套装, （, 雅培, 赠, 品, ）",喜羊羊,1,"手表, 套装",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,雅培,485052
小龙哈比自行车（雅培赠品）,"小, 龙, 哈, 比, 自行车, （, 雅培, 赠, 品, ）",,0,自行车,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,雅培,458720
智力工程车（雅培赠品）,"智力, 工程, 车, （, 雅培, 赠, 品, ）",智力,1,"工程, 车",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,雅培,329657
智力拼插积木一套（雅培赠品）,"智力, 拼插积木, 一, 套, （, 雅培, 赠, 品, ）",智力,1,拼插积木,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,雅培,9701295
电动带灯光玩具车（雅培赠品）,"电动, 带, 灯, 光, 玩具, 车, （, 雅培, 赠, 品, ）",,0,"电动, 灯, 玩具, 车",4,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,雅培,531408
红外线多功能机器人电脑学习机（雅培赠品）,"红外, 线, 多, 功, 能, 机器人, 电脑, 学习机, （, 雅培, 赠, 品, ）",,0,"红外, 线, 机器人, 电脑, 学习机",5,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,雅培,531419
维克斯电动摩托车（雅培赠品）,"维克斯, 电动摩托车, （, 雅培, 赠, 品, ）",维克斯,1,电动摩托车,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,雅培,335671
A+孕妇百科(赠品),"a, +, 孕, 妇, 百科, (, 赠, 品, )",,0,百科,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,11425891
创意游戏桌（赠品）,"创, 意, 游戏, 桌, （, 赠, 品, ）",,0,"游戏, 桌",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10089904
创意磁性拼图(赠品),"创, 意, 磁, 性, 拼图, (, 赠, 品, )",,0,拼图,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,11425915
变形金刚(赠品),"变形金刚, (, 赠, 品, )",变形金刚,1,,0,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10244129
喜洋洋儿童床品三件套（赠品）,"喜, 洋, 洋, 儿, 童, 床品, 三, 件, 套, （, 赠, 品, ）",,0,床品,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10772799
喜洋洋儿童游戏桌（赠品）,"喜, 洋, 洋, 儿, 童, 游戏, 桌, （, 赠, 品, ）",,0,"游戏, 桌",2,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10772788
喜洋洋暖意手套（赠品）,"喜, 洋, 洋, 暖, 意, 手套, （, 赠, 品, ）",,0,手套,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10772777
喜洋洋玩偶（赠品）,"喜, 洋, 洋, 玩, 偶, （, 赠, 品, ）",,0,,0,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10772766
宝宝飞凡蜕变成长录（赠品）,"宝, 宝, 飞, 凡, 蜕, 变, 成, 长, 录, （, 赠, 品, ）",,0,,0,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,11067177
小龙哈彼电动车(辆)(赠品),"小龙哈彼, 电动车, (, 辆, ), (, 赠, 品, )",小龙哈彼,1,电动车,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10499793
托腹秀身两用带(赠品),"托, 腹, 秀, 身, 两, 用, 带, (, 赠, 品, )",,0,,0,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10593778
托马斯投篮架(赠品),"托马斯, 投, 篮, 架, (, 赠, 品, )",托马斯,1,架,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10787925
托马斯绘画架(赠品),"托马斯, 绘, 画架, (, 赠, 品, )",托马斯,1,画架,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10560233
明治 儿童早教机（赠品）,"明治,  , 儿, 童, 早教机, （, 赠, 品, ）",明治,1,早教机,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10980899
梦想家园（赠品）,"梦想家, 园, （, 赠, 品, ）",梦想家,1,,0,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,12129372
电子琴（3738）（赠品）,"电子琴, （, 3738, ）, （, 赠, 品, ）",,0,电子琴,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10876467
飞利浦 电热水壶（HD4609）（赠品）,"飞利浦,  , 电热水壶, （, hd4609, ）, （, 赠, 品, ）",飞利浦,1,电热水壶,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10876478
魔力涂鸦画板（赠品）,"魔力, 涂, 鸦, 画板, （, 赠, 品, ）",,0,画板,1,0-5117-5984-18144:母婴食品、母婴用品-奶粉系列-奶粉赠品,,10186886
亨氏 超金康儿高婴儿配方奶粉 400g/盒(0-12个月),"亨氏,  , 超, 金, 康, 儿, 高, 婴儿, 配, 方, 奶粉,  , 400g, /, 盒, (, 0, -, 12, 个月, )",亨氏,1,"婴儿, 奶粉, 盒",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,亨氏,9980545
亨氏 超金康儿高婴儿配方奶粉 400g/盒(0-12个月) 6盒装,"亨氏,  , 超, 金, 康, 儿, 高, 婴儿, 配, 方, 奶粉,  , 400g, /, 盒, (, 0, -, 12, 个月, ),  , 6, 盒, 装",亨氏,1,"婴儿, 奶粉, 盒, 盒",4,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,亨氏,10555483
亨氏 超金康儿高婴儿配方奶粉 900g/罐（0-12个月）,"亨氏,  , 超, 金, 康, 儿, 高, 婴儿, 配, 方, 奶粉,  , 900g, /, 罐, （, 0, -, 12, 个月, ）",亨氏,1,"婴儿, 奶粉, 罐",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,亨氏,9980534
亨氏 超金康儿高婴儿配方奶粉 900g/罐（0-12个月） 2罐装,"亨氏,  , 超, 金, 康, 儿, 高, 婴儿, 配, 方, 奶粉,  , 900g, /, 罐, （, 0, -, 12, 个月, ）,  , 2, 罐, 装",亨氏,1,"婴儿, 奶粉, 罐, 罐",4,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,亨氏,10555472
光明牌优幼1段婴儿配方奶粉400g盒装,"光明, 牌, 优, 幼, 1, 段, 婴儿, 配, 方, 奶粉, 400g, 盒, 装",光明,1,"婴儿, 奶粉, 盒",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,光明,9543297
光明牌优幼1段婴儿配方奶粉900g罐装,"光明, 牌, 优, 幼, 1, 段, 婴儿, 配, 方, 奶粉, 900g, 罐, 装",光明,1,"婴儿, 奶粉, 罐",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,光明,9543264
光明牌金装优幼1段婴儿配方奶粉400g盒装,"光明, 牌, 金装, 优, 幼, 1, 段, 婴儿, 配, 方, 奶粉, 400g, 盒, 装",光明,1,"婴儿, 奶粉, 盒",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,光明,9543355
光明牌金装优幼1段婴儿配方奶粉900g罐装,"光明, 牌, 金装, 优, 幼, 1, 段, 婴儿, 配, 方, 奶粉, 900g, 罐, 装",光明,1,"婴儿, 奶粉, 罐",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,光明,9543322
卡儿洛妮 婴儿配方羊奶粉800克,"卡儿洛妮,  , 婴儿, 配, 方, 羊奶粉, 800, 克",卡儿洛妮,1,"婴儿, 羊奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,卡尔洛妮羊奶,11011022
启赋 婴儿配方奶粉 1阶段400g/罐,"启赋,  , 婴儿, 配, 方, 奶粉,  , 1, 阶, 段, 400g, /, 罐",启赋,1,"婴儿, 奶粉, 罐",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,启赋,10800972
启赋 婴儿配方奶粉 1阶段900g/罐,"启赋,  , 婴儿, 配, 方, 奶粉,  , 1, 阶, 段, 900g, /, 罐",启赋,1,"婴儿, 奶粉, 罐",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,启赋,10800961
多美滋 多乐加婴儿奶粉 1200g/袋,"多美滋,  , 多乐, 加, 婴儿, 奶粉,  , 1200g, /, 袋",多美滋,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,多美滋,9966772
多美滋 金装贝乐爱婴儿配方奶粉听装900g,"多美滋,  , 金装, 贝乐, 爱, 婴儿, 配, 方, 奶粉, 听, 装, 900g",多美滋,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,多美滋,11059500
多美滋 金装贝乐爱婴儿配方奶粉盒装400g,"多美滋,  , 金装, 贝乐, 爱, 婴儿, 配, 方, 奶, 粉盒, 装, 400g",多美滋,1,"婴儿, 粉盒",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,多美滋,11059497
多美滋 金装金盾贝护婴儿配方奶粉 400g/盒,"多美滋,  , 金装, 金盾, 贝, 护, 婴儿, 配, 方, 奶粉,  , 400g, /, 盒",多美滋,1,"婴儿, 奶粉, 盒",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,多美滋,9966658
多美滋 金装金盾贝护婴儿配方奶粉 900g/听,"多美滋,  , 金装, 金盾, 贝, 护, 婴儿, 配, 方, 奶粉,  , 900g, /, 听",多美滋,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,多美滋,9966738
多美滋 金装金盾贝护婴儿配方奶粉 金装3联包 400g*3,"多美滋,  , 金装, 金盾, 贝, 护, 婴儿, 配, 方, 奶粉,  , 金装, 3, 联, 包,  , 400g, *, 3",多美滋,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,多美滋,10249839
多美滋金装金盾贝护婴儿配方奶粉400g*4,"多美滋, 金装, 金盾, 贝, 护, 婴儿, 配, 方, 奶粉, 400g, *, 4",多美滋,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,多美滋,12077304
康维多 金装婴儿配方奶粉1段900g,"康维多,  , 金装, 婴儿, 配, 方, 奶粉, 1, 段, 900g",康维多,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,康维多,12229173
康维多 金装婴儿配方羊奶粉1段900g,"康维多,  , 金装, 婴儿, 配, 方, 羊奶粉, 1, 段, 900g",康维多,1,"婴儿, 羊奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,康维多,12229220
惠氏 金装爱儿乐400g（盒装三联包）,"惠氏,  , 金装, 爱儿乐, 400g, （, 盒, 装, 三, 联, 包, ）",惠氏,1,,0,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,惠氏,10925118
惠氏金装爱儿乐四维营养新配方奶粉1600g/罐,"惠氏, 金装, 爱儿乐, 四维, 营养, 新, 配, 方, 奶粉, 1600g, /, 罐",惠氏,1,"营养, 奶粉, 罐",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,惠氏,11421300
惠氏金装爱儿乐四维营养新配方奶粉400g(3联包）,"惠氏, 金装, 爱儿乐, 四维, 营养, 新, 配, 方, 奶粉, 400g, (, 3, 联, 包, ）",惠氏,1,"营养, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,惠氏,11421297
惠氏金装爱儿乐四维营养新配方奶粉400g/盒,"惠氏, 金装, 爱儿乐, 四维, 营养, 新, 配, 方, 奶粉, 400g, /, 盒",惠氏,1,"营养, 奶粉, 盒",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,惠氏,11421311
惠氏金装爱儿乐四维营养新配方奶粉400g/罐,"惠氏, 金装, 爱儿乐, 四维, 营养, 新, 配, 方, 奶粉, 400g, /, 罐",惠氏,1,"营养, 奶粉, 罐",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,惠氏,11421322
惠氏金装爱儿乐四维营养新配方奶粉900g/罐,"惠氏, 金装, 爱儿乐, 四维, 营养, 新, 配, 方, 奶粉, 900g, /, 罐",惠氏,1,"营养, 奶粉, 罐",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,惠氏,11421333
旭贝尔 婴儿配方奶粉400克,"旭贝尔,  , 婴儿, 配, 方, 奶粉, 400, 克",旭贝尔,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,旭贝尔,11010916
旭贝尔 婴儿配方奶粉900克,"旭贝尔,  , 婴儿, 配, 方, 奶粉, 900, 克",旭贝尔,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,旭贝尔,11010881
澳优 能力多小婴儿配方奶粉1（0-100天） 800g/听,"澳优,  , 能力多, 小, 婴儿, 配, 方, 奶粉, 1, （, 0, -, 100, 天, ）,  , 800g, /, 听",澳优,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,澳优,9767264
澳优 能力多小婴儿配方奶粉1（0-100天） 800g/听 2听装,"澳优,  , 能力多, 小, 婴儿, 配, 方, 奶粉, 1, （, 0, -, 100, 天, ）,  , 800g, /, 听,  , 2, 听, 装",澳优,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,澳优,10555314
澳优 能力多有机婴儿配方奶粉1（0-6月) 800g/听,"澳优,  , 能力多, 有, 机, 婴儿, 配, 方, 奶粉, 1, （, 0, -, 6, 月, ),  , 800g, /, 听",澳优,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,澳优,9767231
澳优 能力多有机婴儿配方奶粉1（0-6月) 800g/听 2听装,"澳优,  , 能力多, 有, 机, 婴儿, 配, 方, 奶粉, 1, （, 0, -, 6, 月, ),  , 800g, /, 听,  , 2, 听, 装",澳优,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,澳优,10555245
爱智宝 婴儿配方奶粉800克,"爱智宝,  , 婴儿, 配, 方, 奶粉, 800, 克",爱智宝,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,爱智宝,11010950
金装美素力婴儿配方奶粉900g/罐（0-6个月）,"金装, 美素, 力, 婴儿, 配, 方, 奶粉, 900g, /, 罐, （, 0, -, 6, 个月, ）",美素,1,"婴儿, 奶粉, 罐",3,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,美素,164454
金装美素力婴儿配方奶粉900g/罐（0-6个月）+伊诗比蒂我的第一套小布书,"金装, 美素, 力, 婴儿, 配, 方, 奶粉, 900g, /, 罐, （, 0, -, 6, 个月, ）, +, 伊诗比蒂, 我的, 第一, 套, 小, 布书",美素,1,"婴儿, 奶粉, 罐, 布书",4,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,美素,10516571
美赞臣 安婴儿A+ 婴儿配方奶粉（0-1岁）400克/盒,"美赞臣,  , 安, 婴儿, a, +,  , 婴儿, 配, 方, 奶粉, （, 0, -, 1, 岁, ）, 400, 克, /, 盒",美赞臣,1,"婴儿, 婴儿, 奶粉, 盒",4,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,美赞臣,127071
美赞臣 安婴儿A+婴儿配方奶粉（0-1岁）900克/罐,"美赞臣,  , 安, 婴儿, a, +, 婴儿, 配, 方, 奶粉, （, 0, -, 1, 岁, ）, 900, 克, /, 罐",美赞臣,1,"婴儿, 婴儿, 奶粉, 罐",4,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,美赞臣,161897
美赞臣安婴儿A+婴儿配方奶粉1200克3袋装/盒（0-1岁）,"美赞臣, 安, 婴儿, a, +, 婴儿, 配, 方, 奶粉, 1200, 克, 3, 袋, 装, /, 盒, （, 0, -, 1, 岁, ）",美赞臣,1,"婴儿, 婴儿, 奶粉, 盒",4,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,美赞臣,554687
贝因美 新初生婴儿奶粉 405g,"贝因美,  , 新, 初, 生, 婴儿, 奶粉,  , 405g",贝因美,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,贝因美,9849405
贝因美 新初生婴儿奶粉 900g,"贝因美,  , 新, 初, 生, 婴儿, 奶粉,  , 900g",贝因美,1,"婴儿, 奶粉",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,贝因美,9849369
雀巢能恩超级金盾1配方奶粉900G罐装,"雀巢, 能, 恩, 超, 级, 金盾, 1, 配, 方, 奶粉, 900g, 罐, 装",雀巢,1,"奶粉, 罐",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,雀巢,43925
雀巢能恩金盾1配方奶粉900G罐装,"雀巢, 能, 恩, 金盾, 1, 配, 方, 奶粉, 900g, 罐, 装",雀巢,1,"奶粉, 罐",2,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,雀巢,53587
雅培金装喜康宝900g-智护（听装),"雅培, 金装, 喜, 康宝, 900g, -, 智, 护, （, 听, 装, )",雅培,1,,0,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,雅培,283465
雅培金装喜康宝BIB400g-智护（盒装）,"雅培, 金装, 喜, 康宝, bib400g, -, 智, 护, （, 盒, 装, ）",雅培,1,,0,0-5117-5984-18224:母婴食品、母婴用品-奶粉系列-1段奶粉,雅培,283454
亨氏 超金智儿高较大婴儿配方奶粉 400g/盒(6-12个月),"亨氏,  , 超, 金智, 儿, 高, 较, 大, 婴儿, 配, 方, 奶粉,  , 400g, /, 盒, (, 6, -, 12, 个月, )",亨氏,1,"婴儿, 奶粉, 盒",3,0-5117-5984-18225:母婴食品、母婴用品-奶粉系列-2段奶粉,亨氏,9980567
亨氏 超金智儿高较大婴儿配方奶粉 400g/盒(6-12个月) 6盒装,"亨氏,  , 超, 金智, 儿, 高, 较, 大, 婴儿, 配, 方, 奶粉,  , 400g, /, 盒, (, 6, -, 12, 个月, ),  , 6, 盒, 装",亨氏,1,"婴儿, 奶粉, 盒, 盒",4,0-5117-5984-18225:母婴食品、母婴用品-奶粉系列-2段奶粉,亨氏,10555507
